Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Lou Amundson,PF,30,TOT,NBA,2013,39,0,372,32,81,32,81,0,0,12,36,48,58,106,11,16,12,19,53,76,0.395,39.5,14.5,0.145,0.395,,0.395,0.333,0.392,100,0,84.2,0,0,9.2,15.8,26.3,84.2,62.5,0.625,37.5,0,0,0,0,62.5,37.5,0.8,2.1,39.5,0,0,0,0.8,0.3,0.9,33.3,0.333,1.2,1.5,1.9,2.7,0.3,0.5,0.4,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Chris Andersen,PF,34,MIA,NBA,2013,42,0,624,71,123,69,120,2,3,63,93,57,115,172,17,16,44,24,89,207,0.577,57.7,14.4,0.144,0.575,0.667,0.585,0.677,0.631,97.6,2.4,66.7,1.9,2.9,9.7,30.4,20.8,64.7,79.7,0.797,20.3,100,1,0,0,80.3,19.7,1.7,2.9,57.7,0,0.1,66.7,1.6,1.5,2.2,67.7,0.677,1.4,2.7,4.9,4.1,0.4,0.6,0.4,1,22.2,0.222,112.3,1.123,8.2,23,77.4,13.9,102.9,8436
Alan Anderson,SG,30,TOR,NBA,2013,65,2,1495,236,616,141,331,95,285,126,147,34,114,148,103,48,7,80,131,693,0.383,38.3,23.7,0.237,0.426,0.333,0.46,0.857,0.509,53.7,46.3,40.7,12.4,41.1,7.9,18.2,16.7,28.3,44.7,0.447,55.3,85.3,0.853,14.7,0.147,61,39,3.6,9.5,38.3,1.5,4.4,33.3,2.2,1.9,2.3,85.7,0.857,0.5,1.8,10.7,2.3,1.6,1.2,0.7,0.1,25.5,0.255,105.9,1.059,10.6,22.3,81.5,13.7,97.2,7971
James Anderson,SG,23,TOT,NBA,2013,39,2,401,52,126,31,66,21,60,24,28,18,54,72,42,15,5,25,25,149,0.413,41.3,17.5,0.175,0.47,0.35,0.496,0.857,0.539,52.4,47.6,41.6,9.4,42.3,18.8,16.1,22.8,32.2,48.4,0.484,51.6,90.5,0.905,9.5,0.095,65.4,34.6,1.3,3.2,41.3,0.5,1.5,35,0.8,0.6,0.7,85.7,0.857,0.5,1.4,3.8,1.8,1.1,0.6,0.4,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ryan Anderson,PF,24,NOH,NBA,2013,81,22,2503,472,1115,259,558,213,557,152,180,191,328,519,97,42,31,97,179,1309,0.423,42.3,24.1,0.241,0.464,0.382,0.519,0.844,0.548,50,50,39.6,15.4,48.8,6.2,11.6,13.4,24.1,49.4,0.494,50.6,95.8,0.958,4.2,0.042,70.3,29.7,5.8,13.8,42.3,2.6,6.9,38.2,3.2,1.9,2.2,84.4,0.844,2.4,4,16.2,6.4,1.2,1.2,0.5,0.4,29.2,0.292,105.7,1.057,12,20,80.4,14.5,94.1,7714
Carmelo Anthony,SF,28,NYK,NBA,2013,67,67,2482,669,1489,512,1075,157,414,425,512,134,326,460,171,52,32,175,205,1920,0.449,44.9,35.3,0.353,0.476,0.379,0.502,0.83,0.56,72.2,27.8,53.3,26.7,24.5,7.4,22.1,16.3,26.7,27.9,0.279,72.1,76.4,0.764,23.6,0.236,39.3,60.7,10,22.2,44.9,2.3,6.2,37.9,7.6,6.3,7.6,83,0.83,2,4.9,28.7,6.9,2.6,2.6,0.8,0.5,25.6,0.256,111.1,1.111,10.9,21.1,81.6,12,100,8196
Joel Anthony,C,30,MIA,NBA,2013,62,3,566,35,68,35,68,0,0,17,28,45,70,115,13,13,42,22,49,87,0.515,51.5,8.7,0.087,0.515,,0.515,0.607,0.542,100,0,80.5,2.3,0,2.3,19.5,19.5,78.2,68.6,0.686,31.4,0,0,0,0,68.6,31.4,0.6,1.1,51.5,0,0,0,0.6,0.3,0.5,60.7,0.607,0.7,1.1,1.4,1.9,0.2,0.4,0.2,0.7,22.2,0.222,112.3,1.123,8.2,23,77.4,13.9,102.9,8436
Trevor Ariza,SF,27,WAS,NBA,2013,56,15,1471,188,451,112,242,76,209,78,95,44,222,266,113,72,20,84,72,530,0.417,41.7,17.8,0.178,0.463,0.364,0.501,0.821,0.538,53.7,46.3,42.3,12.8,43,20.2,14.7,18.3,29.4,63.4,0.634,36.6,96.1,0.961,3.9,0.039,76.6,23.4,3.4,8.1,41.7,1.4,3.7,36.4,2,1.4,1.7,82.1,0.821,0.8,4,9.5,4.8,2,1.5,1.3,0.4,24.6,0.246,100.2,1.002,10.8,21.3,81.6,15.1,93.2,7644
Darrell Arthur,PF,24,MEM,NBA,2013,59,3,970,162,359,157,341,5,18,33,46,68,101,169,33,24,33,43,126,362,0.451,45.1,20.2,0.202,0.46,0.278,0.458,0.717,0.477,95,5,86.7,48.6,4.1,10.2,9.1,17.1,38.1,82.8,0.828,17.2,100,1,0,0,83.3,16.7,2.7,6.1,45.1,0.1,0.3,27.8,2.7,0.6,0.8,71.7,0.717,1.2,1.7,6.1,2.9,0.6,0.7,0.4,0.6,31,0.31,104.9,1.049,12.9,21.3,81.5,14,93.4,7659
Omer Asik,C,26,HOU,NBA,2013,82,82,2464,332,614,332,613,0,1,168,299,275,681,956,75,46,87,173,223,832,0.541,54.1,16.4,0.164,0.542,0,0.541,0.562,0.558,99.8,0.2,79.8,2.2,0,5.3,20.2,12.7,77.6,69.6,0.696,30.4,0,0,0,0,69.6,30.4,4,7.5,54.1,0,0,0,4,2,3.6,56.2,0.562,3.4,8.3,10.1,11.7,0.9,2.1,0.6,1.1,26.4,0.264,109.7,1.097,11.1,25.5,82.7,16.4,106,8688
D.J Augustin,#N/A,25,IND,NBA,2013,76,5,1226,103,294,36,104,67,190,83,99,20,71,91,170,34,3,68,64,356,0.35,35,#N/A,#N/A,0.346,0.353,0.464,0.838,0.527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.3,0.303,104.3,1.043,12.9,23.6,80.6,15.1,94.7,7674
Gustavo Ayon,PF,27,TOT,NBA,2013,55,3,734,92,167,92,167,0,0,20,50,60,139,199,71,22,17,47,107,204,0.551,55.1,14.6,0.146,0.551,,0.551,0.4,0.54,100,0,90.2,10.8,0,9.8,9.8,12.7,79.4,75,0.75,25,0,0,0,0,75,25,1.7,3,55.1,0,0,0,1.7,0.4,0.9,40,0.4,1.1,2.5,3.7,3.6,1.3,0.9,0.4,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jeff Ayres,PF,25,IND,NBA,2013,37,0,369,61,126,59,122,2,4,21,23,29,75,104,15,6,12,23,44,145,0.484,48.4,19.1,0.191,0.484,0.5,0.492,0.913,0.533,96.8,3.2,81.4,41.4,4.1,9.7,14.5,16.6,40,79.7,0.797,20.3,100,1,0,0,80.3,19.7,1.6,3.4,48.4,0.1,0.1,50,1.6,0.6,0.6,91.3,0.913,0.8,2,3.9,2.8,0.4,0.6,0.2,0.3,30.3,0.303,104.3,1.043,12.9,23.6,80.6,15.1,94.7,7674
Luke Babbitt,SF,23,POR,NBA,2013,62,0,730,86,234,24,56,62,178,10,13,15,122,137,29,14,5,22,82,244,0.368,36.8,16.2,0.162,0.429,0.348,0.5,0.769,0.509,23.9,76.1,19.7,11.5,76.2,3.3,4.1,16,8.2,45.8,0.458,54.2,98.4,0.984,1.6,0.016,83.7,16.3,1.4,3.8,36.8,1,2.9,34.8,0.4,0.2,0.2,76.9,0.769,0.2,2,3.9,2.2,0.5,0.4,0.2,0.1,25.3,0.253,105.8,1.058,10.7,20.5,81.9,14.7,97.5,7995
Leandro Barbosa,SG,30,BOS,NBA,2013,41,2,513,83,193,65,146,18,47,31,41,8,38,46,58,17,6,21,51,215,0.43,43,21.1,0.211,0.445,0.383,0.477,0.756,0.509,75.6,24.4,60.5,6.5,25.1,22.3,14.4,19.1,54,36.9,0.369,63.1,88.9,0.889,11.1,0.111,48.2,51.8,2,4.7,43,0.4,1.1,38.3,1.6,0.8,1,75.6,0.756,0.2,0.9,5.2,1.1,1.4,0.5,0.4,0.1,20.1,0.201,103.1,1.031,8.1,21,79.7,14.6,96.5,7818
J.J Barea,#N/A,28,MIN,NBA,2013,74,2,1713,316,758,219,478,97,280,105,134,34,173,207,294,32,0,145,131,834,0.417,41.7,#N/A,#N/A,0.458,0.346,0.481,0.784,0.51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.4,0.274,102.9,1.029,11.9,24.9,81.7,14.8,95.7,7851
Andrea Bargnani,C,27,TOR,NBA,2013,35,25,1003,170,426,132,303,38,123,65,77,26,102,128,38,21,23,54,64,443,0.399,39.9,23.3,0.233,0.436,0.309,0.444,0.844,0.482,71.1,28.9,59.6,34.8,25.7,3.4,14.7,13.3,24.8,59.8,0.598,40.2,97.4,0.974,2.6,0.026,68.2,31.8,4.9,12.2,39.9,1.1,3.5,30.9,3.8,1.9,2.2,84.4,0.844,0.7,2.9,12.7,3.7,1.1,1.5,0.6,0.7,25.5,0.255,105.9,1.059,10.6,22.3,81.5,13.7,97.2,7971
Harrison Barnes,SF,20,GSW,NBA,2013,81,81,2058,276,628,224,483,52,145,144,190,53,280,333,98,52,14,101,140,748,0.439,43.9,17.6,0.176,0.464,0.359,0.481,0.758,0.526,76.9,23.1,59.9,10.2,20.9,17.8,19.3,17.4,49.7,56.7,0.567,43.3,92.3,0.923,7.7,0.077,63.4,36.6,3.4,7.8,43.9,0.6,1.8,35.9,2.8,1.8,2.3,75.8,0.758,0.7,3.5,9.2,4.1,1.2,1.2,0.6,0.2,25.4,0.254,106.4,1.064,10.8,21.3,83.4,15.1,101.2,8296
Matt Barnes,SF,32,LAC,NBA,2013,80,4,2058,312,675,201,350,111,325,87,117,111,255,366,123,82,63,90,233,822,0.462,46.2,18,0.18,0.574,0.342,0.544,0.744,0.566,51.9,48.1,48.9,5.1,40.5,27.4,10.6,23.7,43.8,75.1,0.751,24.9,93.7,0.937,6.3,0.063,81.7,18.3,3.9,8.4,46.2,1.4,4.1,34.2,2.5,1.1,1.5,74.4,0.744,1.4,3.2,10.3,4.6,1.5,1.1,1,0.8,28.8,0.288,110.6,1.106,11.4,23,80.6,14.6,101.1,8289
Earl Barron,C,31,TOT,NBA,2013,12,2,159,18,51,18,51,0,0,3,7,22,39,61,5,5,6,11,24,39,0.353,35.3,17.8,0.178,0.353,,0.353,0.429,0.361,100,0,92.3,56.4,0,5.1,7.7,15.4,35.9,72.2,0.722,27.8,0,0,0,0,72.2,27.8,1.5,4.3,35.3,0,0,0,1.5,0.3,0.6,42.9,0.429,1.8,3.3,3.3,5.1,0.4,0.9,0.4,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Will Barton,SG,22,POR,NBA,2013,73,5,894,118,309,109,244,9,65,50,65,36,109,145,58,34,9,60,56,295,0.382,38.2,20.3,0.203,0.447,0.138,0.396,0.769,0.437,79,21,73.9,18.3,9.2,22,16.9,22.7,55.6,63.3,0.633,36.7,100,1,0,0,66.1,33.9,1.6,4.2,38.2,0.1,0.9,13.8,1.5,0.7,0.9,76.9,0.769,0.5,1.5,4,2,0.8,0.8,0.5,0.1,25.3,0.253,105.8,1.058,10.7,20.5,81.9,14.7,97.5,7995
Brandon Bass,PF,27,BOS,NBA,2013,81,69,2239,286,589,286,587,0,2,129,150,129,296,425,84,44,64,80,188,701,0.486,48.6,15.6,0.156,0.487,0,0.486,0.86,0.535,99.7,0.3,81.6,44.2,0,9.3,18.4,18.3,37.4,74.8,0.748,25.2,0,0,0,0,74.8,25.2,3.5,7.3,48.6,0,0,0,3.5,1.6,1.9,86,0.86,1.6,3.7,8.7,5.2,1,1,0.5,0.8,20.1,0.201,103.1,1.031,8.1,21,79.7,14.6,96.5,7818
Shane Battier,SF,34,MIA,NBA,2013,72,20,1786,152,362,16,46,136,316,32,38,37,128,165,72,41,55,34,149,472,0.42,42,11.1,0.111,0.348,0.43,0.608,0.842,0.623,12.7,87.3,6.8,0.4,86.4,1.7,6.8,12.3,6.4,68.8,0.688,31.3,99.3,0.993,0.7,0.007,96.1,3.9,2.1,5,42,1.9,4.4,43,0.2,0.4,0.5,84.2,0.842,0.5,1.8,6.6,2.3,1,0.5,0.6,0.8,22.2,0.222,112.3,1.123,8.2,23,77.4,13.9,102.9,8436
Nicolas Batum,SG,24,POR,NBA,2013,73,73,2807,352,833,187,389,165,444,178,210,97,315,412,360,91,83,190,139,1047,0.423,42.3,18.2,0.182,0.481,0.372,0.522,0.848,0.566,46.7,53.3,35.7,12.4,47.3,12.1,17,16.8,23.3,53.5,0.535,46.5,92.1,0.921,7.9,0.079,71.6,28.4,4.8,11.4,42.3,2.3,6.1,37.2,2.6,2.4,2.9,84.8,0.848,1.3,4.3,14.3,5.6,4.9,2.6,1.2,1.1,25.3,0.253,105.8,1.058,10.7,20.5,81.9,14.7,97.5,7995
Jerryd Bayless,PG,24,MEM,NBA,2013,80,4,1765,260,621,189,420,71,201,102,122,22,154,176,264,59,17,120,168,693,0.419,41.9,20.8,0.208,0.45,0.353,0.476,0.836,0.514,67.6,32.4,54.5,29.4,30.7,16.3,14.7,17.2,25.1,39.7,0.397,60.3,94.4,0.944,5.6,0.056,54.6,45.4,3.3,7.8,41.9,0.9,2.5,35.3,2.4,1.3,1.5,83.6,0.836,0.3,1.9,8.7,2.2,3.3,1.5,0.7,0.2,31,0.31,104.9,1.049,12.9,21.3,81.5,14,93.4,7659
Aron Baynes,C,26,SAS,NBA,2013,16,0,141,18,36,18,35,0,1,7,12,12,20,32,5,1,6,11,23,43,0.5,50,16.4,0.164,0.514,0,0.5,0.583,0.521,97.2,2.8,83.7,9.3,0,4.7,16.3,23.3,74.4,55.6,0.556,44.4,0,0,0,0,55.6,44.4,1.1,2.3,50,0,0.1,0,1.1,0.4,0.8,58.3,0.583,0.8,1.3,2.7,2,0.3,0.7,0.1,0.4,20.5,0.205,108.3,1.083,8.1,21,81.4,14.7,103,8448
Kent Bazemore,SF,23,GSW,NBA,2013,61,0,267,43,116,33,82,10,34,27,44,5,17,22,22,17,4,18,27,123,0.371,37.1,26.4,0.264,0.402,0.294,0.414,0.614,0.454,70.7,29.3,53.7,26,24.4,22,22,20.3,27.6,24.2,0.242,75.8,50,0.5,50,0.5,30.2,69.8,0.7,1.9,37.1,0.2,0.6,29.4,0.5,0.4,0.7,61.4,0.614,0.1,0.3,2,0.4,0.4,0.3,0.3,0.1,25.4,0.254,106.4,1.064,10.8,21.3,83.4,15.1,101.2,8296
Bradley Beal,SG,19,WAS,NBA,2013,56,46,1745,282,687,191,451,91,236,125,159,43,168,211,137,50,29,90,113,780,0.41,41,22,0.22,0.424,0.386,0.477,0.786,0.515,65.6,34.4,49,24.9,35,22.1,16,16.7,24.1,64.4,0.644,35.6,94.5,0.945,5.5,0.055,74.1,25.9,5,12.3,41,1.6,4.2,38.6,3.4,2.2,2.8,78.6,0.786,0.8,3,13.9,3.8,2.4,1.6,0.9,0.5,24.6,0.246,100.2,1.002,10.8,21.3,81.6,15.1,93.2,7644
Michael Beasley,SF,24,PHO,NBA,2013,75,20,1554,310,766,265,622,45,144,94,126,52,230,282,111,31,34,144,107,759,0.405,40.5,27.6,0.276,0.426,0.313,0.434,0.746,0.462,81.2,18.8,69.8,30.6,17.8,8.2,12.4,15.5,39.3,43.4,0.434,56.6,84.4,0.844,15.6,0.156,49.4,50.6,4.1,10.2,40.5,0.6,1.9,31.3,3.5,1.3,1.7,74.6,0.746,0.7,3.1,10.1,3.8,1.5,1.9,0.4,0.5,27,0.27,101.2,1.012,11.7,19.7,84.4,15.6,95.2,7805
Rodrigue Beaubois,PG,24,DAL,NBA,2013,45,0,549,65,176,44,104,21,72,30,38,9,48,57,84,19,4,33,54,181,0.369,36.9,18.5,0.185,0.423,0.292,0.429,0.789,0.47,59.1,40.9,48.6,12.2,34.8,17.7,16.6,21.5,36.5,15.9,0.159,84.1,85.7,0.857,14.3,0.143,38.5,61.5,1.4,3.9,36.9,0.5,1.6,29.2,1,0.7,0.8,78.9,0.789,0.2,1.1,4,1.3,1.9,0.7,0.4,0.1,21.8,0.218,105.9,1.059,9.4,20.4,84,14,101.1,8293
Marco Belinelli,SG,26,CHI,NBA,2013,73,27,1882,241,610,162,389,79,221,141,168,13,127,140,148,44,6,82,140,702,0.395,39.5,18.9,0.189,0.416,0.357,0.46,0.839,0.513,63.8,36.2,46.2,18.5,33.8,13.4,20.1,18.5,27.6,59.3,0.593,40.7,84.8,0.848,15.2,0.152,67.6,32.4,3.3,8.4,39.5,1.1,3,35.7,2.2,1.9,2.3,83.9,0.839,0.2,1.7,9.6,1.9,2,1.1,0.6,0.1,29.4,0.294,103.5,1.035,12.5,21.2,81.7,14.3,93.2,7641
Patrick Beverley,PG,24,HOU,NBA,2013,41,0,713,79,189,43,93,36,96,34,41,45,64,109,117,37,21,44,83,228,0.418,41.8,15.4,0.154,0.462,0.375,0.513,0.829,0.551,49.2,50.8,37.7,5.3,47.4,9.6,14.9,22.8,32.5,23.3,0.233,76.7,94.4,0.944,5.6,0.056,55.7,44.3,1.9,4.6,41.8,0.9,2.3,37.5,1,0.8,1,82.9,0.829,1.1,1.6,5.6,2.7,2.9,1.1,0.9,0.5,26.4,0.264,109.7,1.097,11.1,25.5,82.7,16.4,106,8688
Andris Biedrins,C,26,GSW,NBA,2013,53,9,495,10,21,10,21,0,0,4,13,34,119,153,14,15,42,14,101,24,0.476,47.6,3.7,0.037,0.476,,0.476,0.308,0.449,100,0,83.3,0,0,0,16.7,4.2,83.3,80,0.8,20,0,0,0,0,80,20,0.2,0.4,47.6,0,0,0,0.2,0.1,0.2,30.8,0.308,0.6,2.2,0.5,2.9,0.3,0.3,0.3,0.8,25.4,0.254,106.4,1.064,10.8,21.3,83.4,15.1,101.2,8296
Chauncey Billups,PG,36,LAC,NBA,2013,22,22,418,53,132,20,42,33,90,45,48,2,30,32,49,12,1,26,25,184,0.402,40.2,20,0.2,0.476,0.367,0.527,0.938,0.601,31.8,68.2,21.7,17.4,53.8,12.5,24.5,18.5,4.3,65,0.65,35,90.9,0.909,9.1,0.091,81.1,18.9,2.4,6,40.2,1.5,4.1,36.7,0.9,2,2.2,93.8,0.938,0.1,1.4,8.4,1.5,2.2,1.2,0.5,0,28.8,0.288,110.6,1.106,11.4,23,80.6,14.6,101.1,8289
