Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Ryan Anderson,PF,27,NOP,NBA,2016,66,7,2008,397,929,266,571,131,358,199,228,131,265,396,73,38,25,90,109,1124,0.427,42.7,24.2,0.242,0.466,0.366,0.498,0.873,0.546,61.5,38.5,47.3,21.9,35,6.5,17.7,25.4,25.4,44.4,0.444,55.6,93.1,0.931,6.9,0.069,60.5,39.5,6,14.1,42.7,2,5.4,36.6,4,3,3.5,87.3,0.873,2,4,17,6,1.1,1.4,0.6,0.4,21.2,0.212,105.6,1.056,9.5,22.2,85.9,13.4,102.7,8423
Giannis Antetokounmpo,SF,21,MIL,NBA,2016,80,79,2823,513,1013,485,904,28,109,296,409,113,499,612,345,94,113,208,258,1350,0.506,50.6,22.3,0.223,0.537,0.257,0.52,0.724,0.566,89.2,10.8,71.9,9.9,6.2,23.6,21.9,61.9,61.9,48.5,0.485,51.5,82.1,0.821,17.9,0.179,50.3,49.7,6.4,12.7,50.6,0.4,1.4,25.7,6.1,3.7,5.1,72.4,0.724,1.4,6.2,16.9,7.7,4.3,2.6,1.2,1.4,24.9,0.249,104.3,1.043,10.5,22.7,82.2,15.2,99,8122
Thanasis Antetokounmpo,SF,23,NYK,NBA,2016,2,0,6,3,4,3,3,0,1,0,0,0,1,1,0,0,0,0,2,6,0.75,75,28.8,0.288,1,0,0.75,,0.75,75,25,100,0,0,33.3,0,100,100,33.3,0.333,66.7,0,0,0,0,33.3,66.7,1.5,2,75,0,0.5,0,1.5,0,0,0,0,0,0.5,3,0.5,0,0,0,0,23.7,0.237,104.6,1.046,10.4,21.4,84,13.4,98.4,8065
Carmelo Anthony,SF,31,NYK,NBA,2016,72,72,2530,567,1307,462,997,105,310,334,403,98,458,556,299,62,38,176,180,1573,0.434,43.4,29.5,0.295,0.463,0.339,0.474,0.829,0.53,76.3,23.7,58.7,34.2,20,4.8,21.2,24.5,24.5,27.3,0.273,72.7,74.3,0.743,25.7,0.257,36,64,7.9,18.2,43.4,1.5,4.3,33.9,6.4,4.6,5.6,82.9,0.829,1.4,6.4,21.8,7.7,4.2,2.4,0.9,0.5,23.7,0.237,104.6,1.046,10.4,21.4,84,13.4,98.4,8065
Joel Anthony,C,33,DET,NBA,2016,19,0,96,6,10,6,10,0,0,6,8,8,13,21,1,2,12,2,15,18,0.6,60,7.4,0.074,0.6,,0.6,0.75,0.666,100,0,66.7,22.2,0,5.6,33.3,44.4,44.4,66.7,0.667,33.3,0,0,0,0,66.7,33.3,0.3,0.5,60,0,0,0,0.3,0.3,0.4,75,0.75,0.4,0.7,0.9,1.1,0.1,0.1,0.1,0.6,27,0.27,106.1,1.061,12.5,25.5,86.4,13.5,102,8361
Keith Appling,PG,23,ORL,NBA,2016,5,0,27,2,8,2,5,0,3,2,2,0,1,1,1,1,0,3,5,6,0.25,25,20.1,0.201,0.4,0,0.25,1,0.338,62.5,37.5,66.7,0,0,33.3,33.3,66.7,66.7,0,0,100,0,0,0,0,0,100,0.4,1.6,25,0,0.6,0,0.4,0.4,0.4,100,1,0,0.2,1.2,0.2,0.2,0.6,0.2,0,23.1,0.231,105.1,1.051,10.3,20.1,86.8,14.1,102.1,8369
Trevor Ariza,SF,30,HOU,NBA,2016,81,81,2859,357,859,172,360,185,499,126,161,67,299,366,188,160,26,113,177,1025,0.416,41.6,15.8,0.158,0.478,0.371,0.523,0.783,0.551,41.9,58.1,33.6,5.1,54.1,22.2,12.3,28.5,28.5,59.9,0.599,40.1,91.4,0.914,8.6,0.086,76.2,23.8,4.4,10.6,41.6,2.3,6.2,37.1,2.1,1.6,2,78.3,0.783,0.8,3.7,12.7,4.5,2.3,1.4,2,0.3,25.7,0.257,108.3,1.083,11.3,29.4,83.5,15.9,106.5,8737
Darrell Arthur,PF,27,DEN,NBA,2016,70,16,1516,221,489,176,372,45,117,40,53,86,207,293,96,53,48,66,185,527,0.452,45.2,16.8,0.168,0.473,0.385,0.498,0.755,0.514,76.1,23.9,66.8,38,25.6,8.5,7.6,28.8,28.8,78.4,0.784,21.6,100,1,0,0,82.8,17.2,3.2,7,45.2,0.6,1.7,38.5,2.5,0.6,0.8,75.5,0.755,1.2,3,7.5,4.2,1.4,0.9,0.8,0.7,25.8,0.258,105.6,1.056,11.5,24.1,85.4,14.7,101.9,8355
Omer Asik,C,29,NOP,NBA,2016,68,64,1178,104,195,104,195,0,0,61,112,120,294,414,26,21,23,60,124,269,0.533,53.3,11.5,0.115,0.533,,0.533,0.545,0.551,100,0,77.3,0,0,3,22.7,77.3,77.3,71.2,0.712,28.8,0,0,0,0,71.2,28.8,1.5,2.9,53.3,0,0,0,1.5,0.9,1.6,54.5,0.545,1.8,4.3,4,6.1,0.4,0.9,0.3,0.3,21.2,0.212,105.6,1.056,9.5,22.2,85.9,13.4,102.7,8423
D.J Augustin,PG,28,OKC,NBA,2016,62,0,1178,148,350,80,182,68,168,103,128,8,87,95,198,38,4,84,85,467,0.423,42.3,#N/A,#N/A,0.44,0.405,0.52,0.805,0.575,52,48,34.3,7.7,43.7,14.6,22.1,26.6,26.6,17.5,0.175,82.5,64.7,0.647,35.3,0.353,39.2,60.8,2.4,5.6,42.3,1.1,2.7,40.5,1.3,1.7,2.1,80.5,0.805,0.1,1.4,7.5,1.5,3.2,1.4,0.6,0.1,31.1,0.311,113.1,1.131,13.1,25.2,86.4,15.9,110.2,9038
Jeff Ayres,PF,28,LAC,NBA,2016,17,0,107,12,23,12,22,0,1,6,6,4,18,22,5,0,3,6,18,30,0.522,52.2,14.2,0.142,0.545,0,0.522,1,0.585,95.7,4.3,80,33.3,0,6.7,20,46.7,46.7,75,0.75,25,0,0,0,0,75,25,0.7,1.4,52.2,0,0.1,0,0.7,0.4,0.4,100,1,0.2,1.1,1.8,1.3,0.3,0.4,0,0.2,20.1,0.201,108.3,1.083,8.8,26.2,82.4,13,104.5,8569
Luke Babbitt,SF,26,NOP,NBA,2016,47,13,845,122,289,78,180,44,109,39,50,25,123,148,53,11,7,23,90,327,0.422,42.2,17.2,0.172,0.433,0.404,0.498,0.78,0.526,62.3,37.7,47.7,9.8,40.4,6.1,11.9,37.9,37.9,53.8,0.538,46.2,95.5,0.955,4.5,0.045,68.9,31.1,2.6,6.1,42.2,0.9,2.3,40.4,1.7,0.8,1.1,78,0.78,0.5,2.6,7,3.1,1.1,0.5,0.2,0.1,21.2,0.212,105.6,1.056,9.5,22.2,85.9,13.4,102.7,8423
Cameron Bairstow,PF,25,CHI,NBA,2016,18,2,103,13,40,12,35,1,5,7,8,4,24,28,6,2,3,4,19,34,0.325,32.5,19.8,0.198,0.343,0.2,0.338,0.875,0.391,87.5,12.5,70.6,29.4,8.8,5.9,20.6,41.2,41.2,66.7,0.667,33.3,100,1,0,0,69.2,30.8,0.7,2.2,32.5,0.1,0.3,20,0.7,0.4,0.4,87.5,0.875,0.2,1.3,1.9,1.6,0.3,0.2,0.1,0.2,24.5,0.245,105,1.05,11.1,21,87.4,13.9,101.6,8335
Leandro Barbosa,SG,33,GSW,NBA,2016,68,0,1079,171,370,132,260,39,110,52,62,28,89,117,82,44,10,53,107,433,0.462,46.2,17.9,0.179,0.508,0.355,0.515,0.839,0.545,70.3,29.7,61,15.7,27,29.3,12,45.3,45.3,68.2,0.682,31.8,97.4,0.974,2.6,0.026,74.9,25.1,2.5,5.4,46.2,0.6,1.6,35.5,1.9,0.8,0.9,83.9,0.839,0.4,1.3,6.4,1.7,1.2,0.8,0.6,0.1,23.5,0.235,114.5,1.145,10,21.8,87.3,15.2,114.9,9421
J.J Barea,#N/A,31,DAL,NBA,2016,74,16,1667,317,711,217,451,100,260,74,96,26,126,152,302,26,2,113,110,808,0.446,44.6,#N/A,#N/A,0.481,0.385,0.516,0.771,0.536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.6,0.206,106.7,1.067,9.2,22.3,84.1,12.8,102.3,8388
Andrea Bargnani,C,30,BRK,NBA,2016,46,0,634,127,279,124,263,3,16,47,57,28,69,97,18,4,9,26,61,304,0.455,45.5,23.4,0.234,0.471,0.188,0.461,0.825,0.5,94.3,5.7,81.6,50,3,3.3,15.5,31.6,31.6,86.3,0.863,13.7,100,1,0,0,86.6,13.4,2.8,6.1,45.5,0.1,0.3,18.8,2.7,1,1.2,82.5,0.825,0.6,1.5,6.6,2.1,0.4,0.6,0.1,0.2,24.1,0.241,103.2,1.032,10.5,20.7,84.4,14.8,98.6,8089
Harrison Barnes,SF,23,GSW,NBA,2016,66,59,2042,295,633,213,419,82,214,102,134,77,248,325,117,41,10,57,136,774,0.466,46.6,15.9,0.159,0.508,0.383,0.531,0.761,0.559,66.2,33.8,55,21.2,31.8,15.5,13.2,33.9,33.9,63.4,0.634,36.6,98.8,0.988,1.2,0.012,73.2,26.8,4.5,9.6,46.6,1.2,3.2,38.3,3.2,1.5,2,76.1,0.761,1.2,3.8,11.7,4.9,1.8,0.9,0.6,0.2,23.5,0.235,114.5,1.145,10,21.8,87.3,15.2,114.9,9421
Matt Barnes,SF,35,MEM,NBA,2016,76,45,2190,264,693,145,323,119,370,111,138,84,336,420,163,78,57,121,234,758,0.381,38.1,17.7,0.177,0.449,0.322,0.467,0.804,0.503,46.6,53.4,38.3,4,47.1,21.4,14.6,34.3,34.3,63.4,0.634,36.6,94.1,0.941,5.9,0.059,77.3,22.7,3.5,9.1,38.1,1.6,4.9,32.2,1.9,1.5,1.8,80.4,0.804,1.1,4.4,10,5.5,2.1,1.6,1,0.8,25.3,0.253,105.4,1.054,11.2,24.7,83.6,13.3,99.1,8126
Will Barton,SG,25,DEN,NBA,2016,82,1,2353,425,983,313,658,112,325,216,268,59,417,476,203,71,39,139,147,1178,0.432,43.2,23.1,0.231,0.476,0.345,0.489,0.806,0.535,66.9,33.1,53.1,10,28.5,22.6,18.3,43.1,43.1,38.3,0.383,61.7,79.5,0.795,20.5,0.205,49.2,50.8,5.2,12,43.2,1.4,4,34.5,3.8,2.6,3.3,80.6,0.806,0.7,5.1,14.4,5.8,2.5,1.7,0.9,0.5,25.8,0.258,105.6,1.056,11.5,24.1,85.4,14.7,101.9,8355
Brandon Bass,PF,30,LAL,NBA,2016,66,0,1342,174,317,174,315,0,2,125,148,104,181,285,74,33,55,42,125,473,0.549,54.9,13.8,0.138,0.552,0,0.549,0.845,0.619,99.4,0.6,73.6,10.6,0,13.7,26.4,63,63,76.4,0.764,23.6,0,0,0,0,76.4,23.6,2.6,4.8,54.9,0,0,0,2.6,1.9,2.2,84.5,0.845,1.6,2.7,7.2,4.3,1.1,0.6,0.5,0.8,23.1,0.231,101.6,1.016,10.7,24.7,84.8,13.7,97.3,7982
Nicolas Batum,SG,27,CHO,NBA,2016,70,70,2448,372,873,233,474,139,399,163,192,55,373,428,403,65,43,205,114,1046,0.426,42.6,21.5,0.215,0.492,0.348,0.506,0.849,0.546,54.3,45.7,44.6,20.7,39.9,11.5,15.6,23.9,23.9,42.9,0.429,57.1,78.4,0.784,21.6,0.216,56.2,43.8,5.3,12.5,42.6,2,5.7,34.8,3.3,2.3,2.7,84.9,0.849,0.8,5.3,14.9,6.1,5.8,2.9,0.9,0.6,20,0.2,107.1,1.071,9,23.7,84.4,12.6,103.4,8479
Jerryd Bayless,PG,27,MIL,NBA,2016,52,18,1505,185,437,84,206,101,231,70,90,21,120,141,163,47,11,73,111,541,0.423,42.3,16.7,0.167,0.408,0.437,0.539,0.778,0.568,47.1,52.9,31.1,12.6,56,13.9,12.9,18.5,18.5,39.3,0.393,60.7,90.1,0.901,9.9,0.099,67,33,3.6,8.4,42.3,1.9,4.4,43.7,1.6,1.3,1.7,77.8,0.778,0.4,2.3,10.4,2.7,3.1,1.4,0.9,0.2,24.9,0.249,104.3,1.043,10.5,22.7,82.2,15.2,99,8122
Aron Baynes,C,29,DET,NBA,2016,81,1,1233,194,384,194,382,0,2,126,165,140,244,384,51,21,52,67,151,514,0.505,50.5,18.7,0.187,0.508,0,0.505,0.764,0.563,99.5,0.5,75.5,14,0,5.3,24.5,61.5,61.5,75.3,0.753,24.7,0,0,0,0,75.3,24.7,2.4,4.7,50.5,0,0,0,2.4,1.6,2,76.4,0.764,1.7,3,6.3,4.7,0.6,0.8,0.3,0.6,27,0.27,106.1,1.061,12.5,25.5,86.4,13.5,102,8361
Kent Bazemore,SF,26,ATL,NBA,2016,75,68,2083,320,725,211,420,109,305,123,151,28,351,379,171,98,38,138,176,872,0.441,44.1,19.9,0.199,0.502,0.357,0.517,0.815,0.551,57.9,42.1,48.4,6.2,37.5,22.8,14.1,42.2,42.2,53.6,0.536,46.4,92.7,0.927,7.3,0.073,66.9,33.1,4.3,9.7,44.1,1.5,4.1,35.7,2.8,1.6,2,81.5,0.815,0.4,4.7,11.6,5.1,2.3,1.8,1.3,0.5,19.1,0.191,105.1,1.051,8.3,20,84.4,15,102.8,8433
Bradley Beal,SG,22,WAS,NBA,2016,55,35,1708,359,799,254,528,105,271,135,176,41,147,188,162,54,11,112,117,958,0.449,44.9,25,0.25,0.481,0.387,0.515,0.767,0.547,66.1,33.9,53,16.9,32.9,16.3,14.1,36.1,36.1,42.9,0.429,57.1,80,0.8,20,0.2,53.8,46.2,6.5,14.5,44.9,1.9,4.9,38.7,4.6,2.5,3.2,76.7,0.767,0.7,2.7,17.4,3.4,2.9,2,1,0.2,20.6,0.206,105.3,1.053,9.1,22.5,85.8,14.5,104.1,8534
Michael Beasley,SF,27,HOU,NBA,2016,20,0,363,107,205,104,196,3,9,38,49,29,69,98,16,11,9,24,39,255,0.522,52.2,29,0.29,0.531,0.333,0.529,0.776,0.563,95.6,4.4,81.6,25.9,3.5,9.8,14.9,55.7,55.7,56.7,0.567,43.3,100,1,0,0,57.9,42.1,5.4,10.3,52.2,0.2,0.5,33.3,5.2,1.9,2.5,77.6,0.776,1.5,3.5,12.8,4.9,0.8,1.2,0.6,0.5,25.7,0.257,108.3,1.083,11.3,29.4,83.5,15.9,106.5,8737
Marco Belinelli,SG,29,SAC,NBA,2016,68,7,1672,245,635,154,338,91,297,115,138,10,107,117,127,37,2,80,91,696,0.386,38.6,19.9,0.199,0.456,0.306,0.457,0.833,0.5,53.2,46.8,44.3,31,39.2,15.1,16.5,13.2,13.2,80.5,0.805,19.5,91.2,0.912,8.8,0.088,84.5,15.5,3.6,9.3,38.6,1.3,4.4,30.6,2.3,1.7,2,83.3,0.833,0.1,1.6,10.2,1.7,1.9,1.2,0.5,0,23.9,0.239,106,1.06,10.6,25.5,86.4,16.2,106.6,8740
Anthony Bennett,PF,22,TOR,NBA,2016,19,0,84,8,27,5,13,3,14,9,10,6,17,23,0,5,0,4,8,28,0.296,29.6,18.1,0.181,0.385,0.214,0.352,0.9,0.446,48.1,51.9,35.7,0,32.1,0,32.1,35.7,35.7,20,0.2,80,100,1,0,0,50,50,0.4,1.4,29.6,0.2,0.7,21.4,0.3,0.5,0.5,90,0.9,0.3,0.9,1.5,1.2,0,0.2,0.3,0,24.6,0.246,110,1.1,10.2,26.7,81.3,13.1,102.7,8422
