Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Martynas Andriuskevicius,C,19,CLE,NBA,2006,6,0,9,0,1,0,1,0,0,0,0,1,3,4,0,2,0,0,1,0,0,0,4.2,0.042,0,,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0.7,0,0,0.3,0,28.4,0.284,107.8,1.078,11.7,28.3,78.2,13.9,97.6,8002
Carmelo Anthony,SF,21,DEN,NBA,2006,80,80,2941,756,1572,719,1420,37,152,573,709,122,272,394,216,88,42,218,229,2122,0.481,48.1,31.9,0.319,0.506,0.243,0.493,0.808,0.563,90.3,9.7,67.8,24.9,5.2,19.3,27,18.8,42.9,61.3,0.613,38.7,91.9,0.919,8.1,0.081,62.8,37.2,9.5,19.7,48.1,0.5,1.9,24.3,9,7.2,8.9,80.8,0.808,1.5,3.4,26.5,4.9,2.7,2.7,1.1,0.5,26.8,0.268,105.5,1.055,11,28.2,81.4,14.8,100.3,8227
Rafael Araujo,C,25,TOR,NBA,2006,52,34,601,53,145,53,144,0,1,15,28,43,101,144,15,24,6,42,104,121,0.366,36.6,15.3,0.153,0.368,0,0.366,0.536,0.385,99.3,0.7,87.6,24.8,0,5,12.4,6.6,62.8,79.2,0.792,20.8,0,0,0,0,79.2,20.8,1,2.8,36.6,0,0,0,1,0.3,0.5,53.6,0.536,0.8,1.9,2.3,2.8,0.3,0.8,0.5,0.1,25.4,0.254,109.5,1.095,10.5,25.5,81,13.1,101.1,8287
Gilbert Arenas,PG,24,WAS,NBA,2006,80,80,3384,746,1668,547,1128,199,540,655,799,59,221,280,484,161,25,297,286,2346,0.447,44.7,30.1,0.301,0.485,0.369,0.507,0.82,0.581,67.6,32.4,46.6,21.3,25.4,13.6,27.9,18.2,25.3,28.2,0.282,71.8,60.3,0.603,39.7,0.397,36.7,63.3,9.3,20.9,44.7,2.5,6.8,36.9,6.8,8.2,10,82,0.82,0.7,2.8,29.3,3.5,6.1,3.7,2,0.3,29.5,0.295,109.3,1.093,12.6,30.4,81.2,13.9,101.7,8336
Trevor Ariza,SF,20,TOT,NBA,2006,57,10,999,93,226,92,221,1,5,77,127,78,140,218,61,57,11,62,100,264,0.412,41.2,15.4,0.154,0.416,0.2,0.414,0.606,0.468,97.8,2.2,69.7,7.6,1.1,23.9,29.2,21.2,62.1,51.1,0.511,48.9,0,0,100,1,50.5,49.5,1.6,4,41.2,0,0.1,20,1.6,1.4,2.2,60.6,0.606,1.4,2.5,4.6,3.8,1.1,1.1,1,0.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Darrell Armstrong,PG,37,DAL,NBA,2006,62,2,622,43,128,32,80,11,48,33,42,18,63,81,86,27,3,58,71,130,0.336,33.6,15.1,0.151,0.4,0.229,0.379,0.786,0.444,62.5,37.5,49.2,20,25.4,21.5,25.4,25.4,29.2,37.5,0.375,62.5,81.8,0.818,18.2,0.182,48.8,51.2,0.7,2.1,33.6,0.2,0.8,22.9,0.5,0.5,0.7,78.6,0.786,0.3,1,2.1,1.3,1.4,0.9,0.4,0,31.8,0.318,111.8,1.118,12.6,28.3,77.7,13.6,99.1,8130
Carlos Arroyo,PG,26,TOT,NBA,2006,77,0,1194,168,378,161,358,7,20,106,137,33,97,130,232,38,4,83,119,449,0.444,44.4,20.5,0.205,0.45,0.35,0.454,0.774,0.512,94.7,5.3,71.7,40.1,4.7,16.5,23.6,18.5,31.6,27.3,0.273,72.7,42.9,0.429,57.1,0.571,28,72,2.2,4.9,44.4,0.1,0.3,35,2.1,1.4,1.8,77.4,0.774,0.4,1.3,5.8,1.7,3,1.1,0.5,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Chucky Atkins,PG,31,TOT,NBA,2006,71,41,1713,226,573,129,299,97,274,129,163,23,97,120,198,43,2,87,152,678,0.394,39.4,20,0.2,0.431,0.354,0.479,0.791,0.526,52.2,47.8,38.1,17.7,42.9,18.6,19,17.6,20.4,21.7,0.217,78.3,74.2,0.742,25.8,0.258,44.2,55.8,3.2,8.1,39.4,1.4,3.9,35.4,1.8,1.8,2.3,79.1,0.791,0.3,1.4,9.5,1.7,2.8,1.2,0.6,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Stacey Augmon,SF,37,ORL,NBA,2006,36,3,385,25,73,25,73,0,0,21,30,18,35,53,23,12,6,11,40,71,0.342,34.2,12,0.12,0.342,,0.342,0.7,0.412,100,0,70.4,8.5,0,5.6,29.6,11.3,62,56,0.56,44,0,0,0,0,56,44,0.7,2,34.2,0,0,0,0.7,0.6,0.8,70,0.7,0.5,1,2,1.5,0.6,0.3,0.3,0.2,28.5,0.285,106.3,1.063,10.9,27.8,75.2,15.1,94.9,7784
Vin Baker,PF,34,LAC,NBA,2006,8,1,85,7,15,7,15,0,0,13,18,2,17,19,4,4,4,9,13,27,0.467,46.7,18.3,0.183,0.467,,0.467,0.722,0.589,100,0,51.9,7.4,0,0,48.1,11.1,44.4,42.9,0.429,57.1,0,0,0,0,42.9,57.1,0.9,1.9,46.7,0,0,0,0.9,1.6,2.3,72.2,0.722,0.3,2.1,3.4,2.4,0.5,1.1,0.5,0.5,25.4,0.254,105.3,1.053,10.1,26.1,78.6,14.5,97.2,7970
Marcus Banks,PG,24,TOT,NBA,2006,58,29,1497,219,468,197,405,22,63,118,147,23,112,135,220,54,11,119,162,578,0.468,46.8,20.2,0.202,0.486,0.349,0.491,0.803,0.543,86.5,13.5,68.2,30.4,11.4,19.2,20.4,19.4,37.7,34.5,0.345,65.5,54.5,0.545,45.5,0.455,36.5,63.5,3.8,8.1,46.8,0.4,1.1,34.9,3.4,2,2.5,80.3,0.803,0.4,1.9,10,2.3,3.8,2.1,0.9,0.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Leandro Barbosa,SG,23,PHO,NBA,2006,57,11,1592,273,567,186,371,87,196,111,147,31,119,150,158,48,6,89,145,744,0.481,48.1,20.1,0.201,0.501,0.444,0.558,0.755,0.589,65.4,34.6,50,9.9,35.1,24.5,14.9,17.6,40.1,40.9,0.409,59.1,79.3,0.793,20.7,0.207,53.1,46.9,4.8,9.9,48.1,1.5,3.4,44.4,3.3,1.9,2.6,75.5,0.755,0.5,2.1,13.1,2.6,2.8,1.6,0.8,0.1,22.1,0.221,111.5,1.115,9.5,18,87.4,13.3,108.4,8886
Matt Barnes,SF,25,TOT,NBA,2006,56,5,631,70,140,67,125,3,15,32,47,48,73,121,28,20,7,30,100,175,0.5,50,13.5,0.135,0.536,0.2,0.511,0.681,0.545,89.3,10.7,76.6,13.7,5.1,13.7,18.3,17.1,62.9,70.1,0.701,29.9,100,1,0,0,71.4,28.6,1.3,2.5,50,0.1,0.3,20,1.2,0.6,0.8,68.1,0.681,0.9,1.3,3.1,2.2,0.5,0.5,0.4,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Andre Barrett,SG,23,TOT,NBA,2006,19,0,282,38,104,36,90,2,14,9,12,9,16,25,52,10,0,15,13,87,0.365,36.5,18.8,0.188,0.4,0.143,0.375,0.75,0.398,86.5,13.5,82.8,39.1,6.9,4.6,10.3,9.2,43.7,22.2,0.222,77.8,50,0.5,50,0.5,23.7,76.3,2,5.5,36.5,0.1,0.7,14.3,1.9,0.5,0.6,75,0.75,0.5,0.8,4.6,1.3,2.7,0.8,0.5,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Earl Barron,C,24,MIA,NBA,2006,8,0,45,5,16,5,16,0,0,3,4,2,8,10,0,0,0,5,10,13,0.313,31.3,23.3,0.233,0.313,,0.313,0.75,0.366,100,0,76.9,46.2,0,0,23.1,0,30.8,80,0.8,20,0,0,0,0,80,20,0.6,2,31.3,0,0,0,0.6,0.4,0.5,75,0.75,0.3,1,1.6,1.3,0,0.6,0,0,26.7,0.267,108.7,1.087,10.5,28.2,77.5,14.5,99.9,8191
Brent Barry,SG,34,SAS,NBA,2006,74,5,1259,156,345,76,143,80,202,39,59,29,130,159,123,39,27,52,99,431,0.452,45.2,15.9,0.159,0.531,0.396,0.568,0.661,0.581,41.4,58.6,35.3,11.1,55.7,16.5,9,15.3,24.1,60.5,0.605,39.5,95,0.95,5,0.05,78.2,21.8,2.1,4.7,45.2,1.1,2.7,39.6,1,0.5,0.8,66.1,0.661,0.4,1.8,5.8,2.1,1.7,0.7,0.5,0.4,26,0.26,107.3,1.073,10.4,23.1,77.3,13.7,95.6,7837
Jon Barry,SG,36,HOU,NBA,2006,20,0,342,25,65,13,33,12,32,24,29,1,30,31,26,13,1,22,25,86,0.385,38.5,13.8,0.138,0.394,0.375,0.477,0.828,0.553,50.8,49.2,30.2,18.6,41.9,19.8,27.9,24.4,11.6,69.2,0.692,30.8,83.3,0.833,16.7,0.167,76,24,1.3,3.3,38.5,0.6,1.6,37.5,0.7,1.2,1.5,82.8,0.828,0.1,1.5,4.3,1.6,1.3,1.1,0.7,0.1,25.5,0.255,101.6,1.016,10.4,24.1,76.2,14.5,90.1,7387
Eddie Basden,SG,22,CHI,NBA,2006,19,0,141,15,37,14,30,1,7,8,10,7,21,28,8,9,2,9,17,39,0.405,40.5,16.2,0.162,0.467,0.143,0.419,0.8,0.471,81.1,18.9,71.8,10.3,7.7,15.4,20.5,53.8,61.5,71.4,0.714,28.6,100,1,0,0,73.3,26.7,0.8,1.9,40.5,0.1,0.4,14.3,0.7,0.4,0.5,80,0.8,0.4,1.1,2.1,1.5,0.4,0.5,0.5,0.1,26.3,0.263,104,1.04,11,24,82.2,14.9,97.8,8020
Brandon Bass,PF,20,NOK,NBA,2006,29,1,268,28,70,28,70,0,0,12,19,18,50,68,3,3,7,11,18,68,0.4,40,15.9,0.159,0.4,,0.4,0.632,0.434,100,0,82.4,8.8,0,5.9,17.6,19.1,73.5,60.7,0.607,39.3,0,0,0,0,60.7,39.3,1,2.4,40,0,0,0,1,0.4,0.7,63.2,0.632,0.6,1.7,2.3,2.3,0.1,0.4,0.1,0.2,26.9,0.269,103.7,1.037,11.2,26.5,78.4,13.4,92.8,7611
Esteban Batista,PF,22,ATL,NBA,2006,57,3,495,34,80,34,79,0,1,33,53,61,83,144,7,15,11,38,111,101,0.425,42.5,12.3,0.123,0.43,0,0.425,0.623,0.489,98.8,1.3,67.3,0,0,8.9,32.7,12.9,67.3,44.1,0.441,55.9,0,0,0,0,44.1,55.9,0.6,1.4,42.5,0,0,0,0.6,0.6,0.9,62.3,0.623,1.1,1.5,1.8,2.5,0.1,0.7,0.3,0.2,31.4,0.314,106.4,1.064,13,26.9,79.2,15.7,97.2,7972
Tony Battie,C,29,ORL,NBA,2006,82,82,2215,280,552,280,546,0,6,89,134,145,312,457,49,46,69,88,250,649,0.507,50.7,15.2,0.152,0.513,0,0.507,0.664,0.531,98.9,1.1,86.3,29.3,0,5.5,13.7,8.5,57,71.8,0.718,28.2,0,0,0,0,71.8,28.2,3.4,6.7,50.7,0,0.1,0,3.4,1.1,1.6,66.4,0.664,1.8,3.8,7.9,5.6,0.6,1.1,0.6,0.8,28.5,0.285,106.3,1.063,10.9,27.8,75.2,15.1,94.9,7784
Shane Battier,SF,27,MEM,NBA,2006,81,81,2839,303,621,238,456,65,165,147,208,164,265,429,136,92,114,90,223,818,0.488,48.8,13.7,0.137,0.522,0.394,0.54,0.707,0.574,73.4,26.6,58.2,14.2,23.8,5.1,18,18.2,44,58.4,0.584,41.6,96.9,0.969,3.1,0.031,66.7,33.3,3.7,7.7,48.8,0.8,2,39.4,2.9,1.8,2.6,70.7,0.707,2,3.3,10.1,5.3,1.7,1.1,1.1,1.4,25.8,0.258,105.9,1.059,10.2,25.3,74.7,13.8,92.2,7558
Lonny Baxter,PF,27,TOT,NBA,2006,41,0,400,45,104,45,104,0,0,28,35,45,72,117,4,11,8,20,56,118,0.433,43.3,15.8,0.158,0.433,,0.433,0.8,0.494,100,0,76.3,8.5,0,11.9,23.7,27.1,67.8,55.6,0.556,44.4,0,0,0,0,55.6,44.4,1.1,2.5,43.3,0,0,0,1.1,0.7,0.9,80,0.8,1.1,1.8,2.9,2.9,0.1,0.5,0.3,0.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Charlie Bell,SG,26,MIL,NBA,2006,59,6,1283,180,410,109,242,71,168,63,89,21,99,120,130,59,5,41,126,494,0.439,43.9,17.6,0.176,0.45,0.423,0.526,0.708,0.55,59,41,44.1,17,43.1,19.6,12.8,23.5,27.1,49.5,0.495,50.5,91.5,0.915,8.5,0.085,66.1,33.9,3.1,6.9,43.9,1.2,2.8,42.3,1.8,1.1,1.5,70.8,0.708,0.4,1.7,8.4,2,2.2,0.7,1,0.1,27.3,0.273,106.3,1.063,11.3,25.8,80.1,14.6,97.8,8020
Raja Bell,SG,29,PHO,NBA,2006,79,79,2959,425,930,228,484,197,446,115,146,44,209,253,207,76,22,89,248,1162,0.457,45.7,16.5,0.165,0.471,0.442,0.563,0.788,0.584,52,48,39.2,28.4,50.9,18.6,9.9,15.6,10.8,68,0.68,32,95.4,0.954,4.6,0.046,80.7,19.3,5.4,11.8,45.7,2.5,5.6,44.2,2.9,1.5,1.8,78.8,0.788,0.6,2.6,14.7,3.2,2.6,1.1,1,0.3,22.1,0.221,111.5,1.115,9.5,18,87.4,13.3,108.4,8886
Jonathan Bender,SF,25,IND,NBA,2006,2,0,21,4,5,4,5,0,0,2,2,0,4,4,2,0,1,0,2,10,0.8,80,14.8,0.148,0.8,,0.8,1,0.85,100,0,80,0,0,0,20,20,80,75,0.75,25,0,0,0,0,75,25,2,2.5,80,0,0,0,2,1,1,100,1,0,2,5,2,1,0,0,0.5,27.1,0.271,104.5,1.045,11,26.3,76.5,15.3,93.9,7699
Mike Bibby,PG,27,SAC,NBA,2006,82,82,3167,597,1382,405,885,192,497,342,403,29,211,240,444,82,10,199,169,1728,0.432,43.2,25.2,0.252,0.458,0.386,0.501,0.849,0.554,64,36,46.9,31.5,33.3,13.1,19.8,19.1,15.4,41.7,0.417,58.3,90.6,0.906,9.4,0.094,57.5,42.5,7.3,16.9,43.2,2.3,6.1,38.6,4.9,4.2,4.9,84.9,0.849,0.4,2.6,21.1,2.9,5.4,2.4,1,0.1,25.4,0.254,106.7,1.067,10.4,26.5,79.3,14.6,98.9,8106
Andris Biedrins,C,19,GSW,NBA,2006,68,2,1000,118,185,118,185,0,0,22,72,124,159,283,24,23,47,34,190,258,0.638,63.8,11.2,0.112,0.638,,0.638,0.306,0.595,100,0,91.5,0.8,0,2.3,8.5,13.2,90.7,72.9,0.729,27.1,0,0,0,0,72.9,27.1,1.7,2.7,63.8,0,0,0,1.7,0.3,1.1,30.6,0.306,1.8,2.3,3.8,4.2,0.4,0.5,0.3,0.7,26.9,0.269,104.8,1.048,12,26.7,82.7,14.1,98.5,8076
Chauncey Billups,PG,29,DET,NBA,2006,81,81,2925,423,1012,239,587,184,425,465,520,41,211,252,699,71,8,170,160,1495,0.418,41.8,23.1,0.231,0.407,0.433,0.509,0.894,0.602,58,42,32,16.9,36.9,13.2,31.1,19.1,15.1,26.8,0.268,73.2,48.4,0.484,51.6,0.516,36.2,63.8,5.2,12.5,41.8,2.3,5.2,43.3,3,5.7,6.4,89.4,0.894,0.5,2.6,18.5,3.1,8.6,2.1,0.9,0.1,28.9,0.289,110.8,1.108,11.9,23.8,80,11.4,96.8,7941
Steve Blake,PG,25,POR,NBA,2006,68,57,1781,206,470,130,286,76,184,72,91,26,120,146,306,42,5,83,107,560,0.438,43.8,15.7,0.157,0.455,0.413,0.519,0.791,0.549,60.9,39.1,46.4,33.6,40.7,10.9,12.9,13.9,12.9,36.2,0.362,63.8,82.9,0.829,17.1,0.171,53.4,46.6,3,6.9,43.8,1.1,2.7,41.3,1.9,1.1,1.3,79.1,0.791,0.4,1.8,8.2,2.1,4.5,1.2,0.6,0.1,26.6,0.266,101.1,1.011,10.8,23.7,76.4,14.7,88.8,7285
Andray Blatche,C,19,WAS,NBA,2006,29,0,175,26,67,23,54,3,13,10,12,12,26,38,10,5,7,12,36,65,0.388,38.8,22.2,0.222,0.426,0.231,0.41,0.833,0.45,80.6,19.4,70.8,33.8,13.8,12.3,15.4,21.5,36.9,43.5,0.435,56.5,66.7,0.667,33.3,0.333,46.2,53.8,0.9,2.3,38.8,0.1,0.4,23.1,0.8,0.3,0.4,83.3,0.833,0.4,0.9,2.2,1.3,0.3,0.4,0.2,0.2,29.5,0.295,109.3,1.093,12.6,30.4,81.2,13.9,101.7,8336
Mark Blount,C,30,TOT,NBA,2006,81,55,2240,373,734,373,734,0,0,168,222,96,269,365,99,40,76,194,254,914,0.508,50.8,21.3,0.213,0.508,,0.508,0.757,0.549,100,0,81.6,34.6,0,4.8,18.4,13.8,47,74,0.74,26,0,0,0,0,74,26,4.6,9.1,50.8,0,0,0,4.6,2.1,2.7,75.7,0.757,1.2,3.3,11.3,4.5,1.2,2.4,0.5,0.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Keith Bogans,SG,25,TOT,NBA,2006,72,31,1912,215,544,150,344,65,200,127,186,55,200,255,128,71,9,90,167,622,0.395,39.5,17.4,0.174,0.436,0.325,0.455,0.683,0.497,63.2,36.8,48.2,10.6,31.4,21.9,20.4,20.7,37.6,42,0.42,58,90.8,0.908,9.2,0.092,56.7,43.3,3,7.6,39.5,0.9,2.8,32.5,2.1,1.8,2.6,68.3,0.683,0.8,2.8,8.6,3.5,1.8,1.3,1,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Andrew Bogut,C,21,MIL,NBA,2006,82,77,2348,323,606,323,603,0,3,122,194,189,384,573,192,49,68,125,259,768,0.533,53.3,15.9,0.159,0.536,0,0.533,0.629,0.555,99.5,0.5,84.1,7.3,0,10.4,15.9,13.5,76.8,59.8,0.598,40.2,0,0,0,0,59.8,40.2,3.9,7.4,53.3,0,0,0,3.9,1.5,2.4,62.9,0.629,2.3,4.7,9.4,7,2.3,1.5,0.6,0.8,27.3,0.273,106.3,1.063,11.3,25.8,80.1,14.6,97.8,8020
Matt Bonner,C,25,TOR,NBA,2006,78,6,1710,209,467,107,224,102,243,63,76,86,198,284,56,49,31,32,216,583,0.448,44.8,14.6,0.146,0.478,0.42,0.557,0.829,0.582,48,52,36.7,19.6,52.5,6.2,10.8,13.2,17.2,63.6,0.636,36.4,100,1,0,0,81.3,18.7,2.7,6,44.8,1.3,3.1,42,1.4,0.8,1,82.9,0.829,1.1,2.5,7.5,3.6,0.7,0.4,0.6,0.4,25.4,0.254,109.5,1.095,10.5,25.5,81,13.1,101.1,8287
