Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Al Aminu,#N/A,21,NOH,NBA,2012,66,21,1477,150,365,137,318,13,47,86,114,95,213,308,66,59,34,91,136,399,0.411,41.1,#N/A,#N/A,0.431,0.277,0.429,0.754,0.481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.5,0.275,100.9,1.009,11,21.2,77.3,15.5,89.6,5916
Lou Amundson,PF,29,IND,NBA,2012,60,0,753,89,207,89,207,0,0,35,82,94,128,222,14,27,44,45,125,213,0.43,43,17.1,0.171,0.43,,0.43,0.427,0.438,100,0,83.6,5.6,0,11.7,16.4,17.4,77.9,62.9,0.629,37.1,0,0,0,0,62.9,37.1,1.5,3.5,43,0,0,0,1.5,0.6,1.4,42.7,0.427,1.6,2.1,3.6,3.7,0.2,0.8,0.5,0.7,29.2,0.292,106.7,1.067,12.5,26.1,81.4,14,97.7,6449
Chris Andersen,PF,33,DEN,NBA,2012,32,1,486,59,108,59,108,0,0,50,82,48,100,148,6,19,46,17,52,168,0.546,54.6,14.7,0.147,0.546,,0.546,0.61,0.583,100,0,70.2,8.3,0,8.3,29.8,18.5,61.9,64.4,0.644,35.6,0,0,0,0,64.4,35.6,1.8,3.4,54.6,0,0,0,1.8,1.6,2.6,61,0.61,1.5,3.1,5.3,4.6,0.2,0.5,0.6,1.4,27.7,0.277,109.2,1.092,11.2,26.7,81.9,15.4,104.1,6872
Alan Anderson,SG,29,TOR,NBA,2012,17,12,461,55,142,31,81,24,61,29,34,8,26,34,26,5,3,25,35,163,0.387,38.7,19.1,0.191,0.383,0.393,0.472,0.853,0.519,57,43,38,17.2,44.2,8.6,17.8,12.3,20.9,45.2,0.452,54.8,87.5,0.875,12.5,0.125,63.6,36.4,3.2,8.4,38.7,1.4,3.6,39.3,1.8,1.7,2,85.3,0.853,0.5,1.5,9.6,2,1.5,1.5,0.3,0.2,25.9,0.259,100.8,1.008,10.6,21.4,78.1,15.2,90.7,5986
James Anderson,SG,22,SAS,NBA,2012,51,2,603,66,174,47,106,19,68,39,52,16,63,79,41,8,2,30,35,190,0.379,37.9,16.9,0.169,0.443,0.279,0.434,0.75,0.483,60.9,39.1,49.5,5.3,30,20.5,20.5,16.8,44.2,68.1,0.681,31.9,100,1,0,0,77.3,22.7,1.3,3.4,37.9,0.4,1.3,27.9,0.9,0.8,1,75,0.75,0.3,1.2,3.7,1.5,0.8,0.6,0.2,0,25.1,0.251,110.9,1.109,10.3,21.6,82.8,13.6,103.7,6841
Ryan Anderson,PF,23,ORL,NBA,2012,61,61,1964,332,757,166,335,166,422,150,171,224,247,471,54,50,26,57,146,980,0.439,43.9,20.8,0.208,0.496,0.393,0.548,0.877,0.589,44.3,55.7,33.9,4.1,50.8,6.2,15.3,14.6,29.8,47.6,0.476,52.4,99.4,0.994,0.6,0.006,73.5,26.5,5.4,12.4,43.9,2.7,6.9,39.3,2.7,2.5,2.8,87.7,0.877,3.7,4,16.1,7.7,0.9,0.9,0.8,0.4,26.5,0.265,105,1.05,11.2,22.8,78.2,14.9,94.2,6215
Carmelo Anthony,SF,27,NYK,NBA,2012,55,55,1876,441,1025,373,822,68,203,295,367,88,256,344,200,62,24,144,156,1245,0.43,43,31.6,0.316,0.454,0.335,0.463,0.804,0.525,80.2,19.8,59.9,24.7,16.4,11.1,23.7,17.4,35.2,32.4,0.324,67.6,67.6,0.676,32.4,0.324,37.9,62.1,8,18.6,43,1.2,3.7,33.5,6.8,5.4,6.7,80.4,0.804,1.6,4.7,22.6,6.3,3.6,2.6,1.1,0.4,26.6,0.266,104.4,1.044,11.3,24.8,80.8,16,97.8,6458
Joel Anthony,C,29,MIA,NBA,2012,64,51,1349,85,152,85,152,0,0,49,71,100,150,250,9,36,84,45,126,219,0.559,55.9,7.9,0.079,0.559,,0.559,0.69,0.598,100,0,77.6,1.8,0,3.7,22.4,16.4,75.8,69.4,0.694,30.6,0,0,0,0,69.4,30.6,1.3,2.4,55.9,0,0,0,1.3,0.8,1.1,69,0.69,1.6,2.3,3.4,3.9,0.1,0.7,0.6,1.3,26.6,0.266,106.6,1.066,10.4,24.2,79,15.2,98.5,6500
Gilbert Arenas,PG,30,MEM,NBA,2012,17,0,211,26,64,13,25,13,39,7,10,2,16,18,18,11,1,12,35,72,0.406,40.6,17.1,0.171,0.52,0.333,0.508,0.7,0.526,39.1,60.9,36.1,25,54.2,9.7,9.7,22.2,11.1,30.8,0.308,69.2,92.3,0.923,7.7,0.077,61.5,38.5,1.5,3.8,40.6,0.8,2.3,33.3,0.8,0.4,0.6,70,0.7,0.1,0.9,4.2,1.1,1.1,0.7,0.6,0.1,29.8,0.298,104,1.04,12.6,22.8,82.2,14.5,95,6269
Trevor Ariza,SF,26,NOH,NBA,2012,41,41,1350,168,403,139,316,29,87,79,102,41,174,215,135,69,25,76,73,444,0.417,41.7,18.4,0.184,0.44,0.333,0.453,0.775,0.496,78.4,21.6,62.6,16.7,19.6,18.7,17.8,20.9,45.9,55.4,0.554,44.6,96.6,0.966,3.4,0.034,62.5,37.5,4.1,9.8,41.7,0.7,2.1,33.3,3.4,1.9,2.5,77.5,0.775,1,4.2,10.8,5.2,3.3,1.9,1.7,0.6,27.5,0.275,100.9,1.009,11,21.2,77.3,15.5,89.6,5916
Omer Asik,C,25,CHI,NBA,2012,66,2,971,79,156,79,156,0,0,47,103,127,223,350,32,30,68,68,121,205,0.506,50.6,12.9,0.129,0.506,,0.506,0.456,0.509,100,0,77.1,1,0,7.3,22.9,8.8,76.1,69.6,0.696,30.4,0,0,0,0,69.6,30.4,1.2,2.4,50.6,0,0,0,1.2,0.7,1.6,45.6,0.456,1.9,3.4,3.1,5.3,0.5,1,0.5,1,32.6,0.326,107.4,1.074,13.9,21.1,82.8,14,96.3,6359
D.J Augustin,#N/A,24,CHA,NBA,2012,48,46,1408,183,487,122,308,61,179,105,120,24,85,109,307,36,1,110,65,532,0.376,37.6,#N/A,#N/A,0.396,0.341,0.438,0.875,0.493,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.6,0.236,95.2,0.952,10.3,22.2,80.2,14.5,87,5739
Gustavo Ayon,PF,26,NOH,NBA,2012,54,24,1088,140,261,140,260,0,1,39,63,86,179,265,74,53,46,46,118,319,0.536,53.6,14.5,0.145,0.538,0,0.536,0.619,0.552,99.6,0.4,87.8,11.3,0,4.7,12.2,18.8,76.5,80,0.8,20,0,0,0,0,80,20,2.6,4.8,53.6,0,0,0,2.6,0.7,1.2,61.9,0.619,1.6,3.3,5.9,4.9,1.4,0.9,1,0.9,27.5,0.275,100.9,1.009,11,21.2,77.3,15.5,89.6,5916
Jeff Ayres,PF,24,IND,NBA,2012,20,1,106,15,36,15,36,0,0,4,7,12,21,33,4,3,2,2,16,34,0.417,41.7,16.9,0.169,0.417,,0.417,0.571,0.435,100,0,88.2,17.6,0,11.8,11.8,11.8,70.6,80,0.8,20,0,0,0,0,80,20,0.8,1.8,41.7,0,0,0,0.8,0.2,0.4,57.1,0.571,0.6,1.1,1.7,1.7,0.2,0.1,0.2,0.1,29.2,0.292,106.7,1.067,12.5,26.1,81.4,14,97.7,6449
Kelenna Azubuike,SF,28,DAL,NBA,2012,3,0,18,3,8,2,5,1,3,0,0,0,0,0,0,1,0,4,1,7,0.375,37.5,30.5,0.305,0.4,0.333,0.438,,0.438,62.5,37.5,57.1,0,42.9,0,0,57.1,57.1,50,0.5,50,100,1,0,0,66.7,33.3,1,2.7,37.5,0.3,1,33.3,0.7,0,0,0,0,0,0,2.3,0,0,1.3,0.3,0,23.4,0.234,103.3,1.033,10.1,20.2,82,14,95.8,6322
Luke Babbitt,SF,22,POR,NBA,2012,40,4,537,71,173,28,73,43,100,17,20,16,79,95,16,10,4,27,46,202,0.41,41,17.6,0.176,0.384,0.43,0.535,0.85,0.556,42.2,57.8,27.7,4,63.9,11.9,8.4,12.4,23.8,21.4,0.214,78.6,95.3,0.953,4.7,0.047,66.2,33.8,1.8,4.3,41,1.1,2.5,43,0.7,0.4,0.5,85,0.85,0.4,2,5.1,2.4,0.4,0.7,0.3,0.1,26.3,0.263,105.7,1.057,11.1,21.6,82.1,14.2,97.2,6415
Renaldo Balkman,SF,27,NYK,NBA,2012,14,0,115,16,32,14,23,2,9,8,11,6,20,26,5,4,3,6,14,42,0.5,50,16.8,0.168,0.609,0.222,0.531,0.727,0.57,71.9,28.1,66.7,9.5,14.3,33.3,19,21.4,57.1,64.3,0.643,35.7,50,0.5,50,0.5,62.5,37.5,1.1,2.3,50,0.1,0.6,22.2,1,0.6,0.8,72.7,0.727,0.4,1.4,3,1.9,0.4,0.4,0.3,0.2,26.6,0.266,104.4,1.044,11.3,24.8,80.8,16,97.8,6458
Leandro Barbosa,SG,29,TOT,NBA,2012,64,0,1382,271,637,206,467,65,170,101,124,33,95,128,96,56,7,94,135,708,0.425,42.5,25.8,0.258,0.441,0.382,0.476,0.815,0.512,73.3,26.7,58.2,16.7,27.5,18.6,14.3,17.5,41.5,52.9,0.529,47.1,87.7,0.877,12.3,0.123,61.3,38.7,4.2,10,42.5,1,2.7,38.2,3.2,1.6,1.9,81.5,0.815,0.5,1.5,11.1,2,1.5,1.5,0.9,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
J.J Barea,#N/A,27,MIN,NBA,2012,41,11,1032,167,418,114,275,53,143,76,98,14,100,114,232,21,0,103,61,463,0.4,40,#N/A,#N/A,0.415,0.371,0.463,0.776,0.502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.5,0.275,104.3,1.043,12.1,25.2,82.3,15.2,97.9,6464
Andrea Bargnani,C,26,TOR,NBA,2012,31,31,1032,209,484,175,369,34,115,151,173,24,148,172,61,18,15,69,52,603,0.432,43.2,29.3,0.293,0.474,0.296,0.467,0.873,0.538,76.2,23.8,58,29.2,16.9,4.5,25,14.6,28.9,64.6,0.646,35.4,94.1,0.941,5.9,0.059,69.4,30.6,6.7,15.6,43.2,1.1,3.7,29.6,5.6,4.9,5.6,87.3,0.873,0.8,4.8,19.5,5.5,2,2.2,0.6,0.5,25.9,0.259,100.8,1.008,10.6,21.4,78.1,15.2,90.7,5986
Matt Barnes,SF,31,LAL,NBA,2012,63,16,1440,175,387,129,249,46,138,95,128,97,247,344,126,35,48,73,152,491,0.452,45.2,16.4,0.164,0.518,0.333,0.512,0.742,0.554,64.3,35.7,52.5,6.9,28.1,16.7,19.3,16.7,45.6,74.4,0.744,25.6,97.8,0.978,2.2,0.022,80.6,19.4,2.8,6.1,45.2,0.7,2.2,33.3,2,1.5,2,74.2,0.742,1.5,3.9,7.8,5.5,2,1.2,0.6,0.8,29.1,0.291,106,1.06,12.1,24.1,80.6,15.1,97.3,6422
Earl Barron,C,30,GSW,NBA,2012,2,0,9,2,4,2,4,0,0,0,0,1,0,1,0,0,0,0,5,4,0.5,50,21.3,0.213,0.5,,0.5,,0.5,100,0,100,0,0,0,0,0,100,50,0.5,50,0,0,0,0,50,50,1,2,50,0,0,0,1,0,0,0,0,0.5,0,2,0.5,0,0,0,0,22.9,0.229,105.4,1.054,9.7,18.7,82.5,13.9,97.8,6453
Brandon Bass,PF,26,BOS,NBA,2012,59,39,1868,303,632,303,632,0,0,132,163,95,270,365,55,34,54,65,135,738,0.479,47.9,19.7,0.197,0.479,,0.479,0.81,0.524,100,0,82.1,53.4,0,6.4,17.9,13.3,28.7,77.2,0.772,22.8,0,0,0,0,77.2,22.8,5.1,10.7,47.9,0,0,0,5.1,2.2,2.8,81,0.81,1.6,4.6,12.5,6.2,0.9,1.1,0.6,0.9,19.7,0.197,101,1.01,7.7,19.8,77.1,14.8,91.8,6062
Tony Battie,C,35,PHI,NBA,2012,27,11,295,19,51,19,50,0,1,4,4,8,59,67,16,4,6,4,26,42,0.373,37.3,9.2,0.092,0.38,0,0.373,1,0.398,98,2,90.5,52.4,0,4.8,9.5,19,38.1,89.5,0.895,10.5,0,0,0,0,89.5,10.5,0.7,1.9,37.3,0,0,0,0.7,0.1,0.1,100,1,0.3,2.2,1.6,2.5,0.6,0.1,0.1,0.2,24.4,0.244,103.9,1.039,10.7,18.2,83.6,11.2,93.6,6180
Shane Battier,SF,33,MIA,NBA,2012,65,10,1499,113,292,51,109,62,183,23,37,56,100,156,82,64,33,37,105,311,0.387,38.7,10.7,0.107,0.468,0.339,0.493,0.622,0.504,37.3,62.7,32.8,9,59.8,5.5,7.4,19.3,23.8,68.6,0.686,31.4,98.4,0.984,1.6,0.016,85,15,1.7,4.5,38.7,1,2.8,33.9,0.8,0.4,0.6,62.2,0.622,0.9,1.5,4.8,2.4,1.3,0.6,1,0.5,26.6,0.266,106.6,1.066,10.4,24.2,79,15.2,98.5,6500
Nicolas Batum,SG,23,POR,NBA,2012,59,34,1791,289,641,182,367,107,274,133,159,81,190,271,84,57,60,90,105,818,0.451,45.1,20.5,0.205,0.496,0.391,0.534,0.836,0.575,57.3,42.7,44.5,9.8,39.2,14.1,16.3,22.4,34.7,67,0.67,33,94.4,0.944,5.6,0.056,77.2,22.8,4.9,10.9,45.1,1.8,4.6,39.1,3.1,2.3,2.7,83.6,0.836,1.4,3.2,13.9,4.6,1.4,1.5,1,1,26.3,0.263,105.7,1.057,11.1,21.6,82.1,14.2,97.2,6415
Jerryd Bayless,PG,23,TOR,NBA,2012,31,11,705,117,276,73,172,44,104,75,88,8,58,66,118,24,4,53,70,353,0.424,42.4,24.4,0.244,0.424,0.423,0.504,0.852,0.561,62.3,37.7,41.4,21.5,37.4,14.2,21.2,13.3,19.8,26,0.26,74,77.3,0.773,22.7,0.227,45.3,54.7,3.8,8.9,42.4,1.4,3.4,42.3,2.4,2.4,2.8,85.2,0.852,0.3,1.9,11.4,2.1,3.8,1.7,0.8,0.1,25.9,0.259,100.8,1.008,10.6,21.4,78.1,15.2,90.7,5986
Michael Beasley,SF,23,MIN,NBA,2012,47,7,1087,221,497,183,396,38,101,61,95,39,168,207,45,18,19,80,83,541,0.445,44.5,25.3,0.253,0.462,0.376,0.483,0.642,0.502,79.7,20.3,67.7,28.1,21.1,6.1,11.3,14.2,39.6,42.1,0.421,57.9,76.3,0.763,23.7,0.237,48,52,4.7,10.6,44.5,0.8,2.1,37.6,3.9,1.3,2,64.2,0.642,0.8,3.6,11.5,4.4,1,1.7,0.4,0.4,27.5,0.275,104.3,1.043,12.1,25.2,82.3,15.2,97.9,6464
Rodrigue Beaubois,PG,23,DAL,NBA,2012,53,12,1151,188,445,150,313,38,132,58,69,19,132,151,152,56,28,70,98,472,0.422,42.2,22.1,0.221,0.479,0.288,0.465,0.841,0.496,70.3,29.7,63.6,15.7,24.2,17.4,12.3,17.8,47.9,27.3,0.273,72.7,76.3,0.763,23.7,0.237,37.2,62.8,3.5,8.4,42.2,0.7,2.5,28.8,2.8,1.1,1.3,84.1,0.841,0.4,2.5,8.9,2.8,2.9,1.3,1.1,0.5,23.4,0.234,103.3,1.033,10.1,20.2,82,14,95.8,6322
Marco Belinelli,SG,25,NOH,NBA,2012,66,55,1966,286,686,179,402,107,284,101,129,19,153,172,101,48,5,69,115,780,0.417,41.7,19.5,0.195,0.445,0.377,0.495,0.783,0.525,58.6,41.4,45.9,24.4,41.2,13.8,12.9,18.8,21.5,76,0.76,24,85,0.85,15,0.15,79.4,20.6,4.3,10.4,41.7,1.6,4.3,37.7,2.7,1.5,2,78.3,0.783,0.3,2.3,11.8,2.6,1.5,1,0.7,0.1,27.5,0.275,100.9,1.009,11,21.2,77.3,15.5,89.6,5916
Raja Bell,SG,35,UTA,NBA,2012,34,33,796,81,174,47,87,34,87,21,25,6,43,49,38,13,2,21,78,217,0.466,46.6,12.1,0.121,0.54,0.391,0.563,0.84,0.586,50,50,43.3,21.2,47,30,9.7,17.1,22.1,89.4,0.894,10.6,100,1,0,0,93.8,6.2,2.4,5.1,46.6,1,2.6,39.1,1.4,0.6,0.7,84,0.84,0.2,1.3,6.4,1.4,1.1,0.6,0.4,0.1,30.2,0.302,106.8,1.068,13,25.3,83.8,14.2,99.7,6577
Keith Benson,PF,23,GSW,NBA,2012,3,0,9,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,5,0.05,0,,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.7,0.3,0,1,0,0,0,0,22.9,0.229,105.4,1.054,9.7,18.7,82.5,13.9,97.8,6453
Mike Bibby,PG,33,NYK,NBA,2012,39,4,557,35,124,8,39,27,85,6,8,5,54,59,80,21,3,20,45,103,0.282,28.2,12.4,0.124,0.205,0.318,0.391,0.75,0.404,31.5,68.5,15.5,13.6,78.6,2.9,5.8,33,1.9,62.5,0.625,37.5,96.3,0.963,3.7,0.037,88.6,11.4,0.9,3.2,28.2,0.7,2.2,31.8,0.2,0.2,0.2,75,0.75,0.1,1.4,2.6,1.5,2.1,0.5,0.5,0.1,26.6,0.266,104.4,1.044,11.3,24.8,80.8,16,97.8,6458
Andris Biedrins,C,25,GSW,NBA,2012,47,35,739,39,64,39,64,0,0,1,9,45,131,176,16,23,45,14,125,79,0.609,60.9,5.3,0.053,0.609,,0.609,0.111,0.581,100,0,98.7,0,0,5.1,1.3,16.5,98.7,76.9,0.769,23.1,0,0,0,0,76.9,23.1,0.8,1.4,60.9,0,0,0,0.8,0,0.2,11.1,0.111,1,2.8,1.7,3.7,0.3,0.3,0.5,1,22.9,0.229,105.4,1.054,9.7,18.7,82.5,13.9,97.8,6453
Chauncey Billups,PG,35,LAC,NBA,2012,20,20,607,83,228,35,103,48,125,85,95,4,46,50,80,9,3,38,40,299,0.364,36.4,23.1,0.231,0.34,0.384,0.469,0.895,0.554,45.2,54.8,23.4,13.4,48.2,10.7,28.4,10.4,10,31.4,0.314,68.6,77.1,0.771,22.9,0.229,57.8,42.2,4.2,11.4,36.4,2.4,6.3,38.4,1.8,4.3,4.8,89.5,0.895,0.2,2.3,15,2.5,4,1.9,0.5,0.2,29.5,0.295,108.5,1.085,12.1,23.3,81.3,13.3,97.5,6438
