Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Tony Allen,SG,33,MEM,NBA,2015,63,41,1648,225,455,215,426,10,29,79,126,103,177,280,86,129,30,86,166,539,0.495,49.5,16.6,0.166,0.505,0.345,0.505,0.627,0.528,93.6,6.4,79.8,4.5,5.6,29.3,14.7,25.6,75.3,59.5,0.595,40.5,100,1,0,0,61.3,38.7,3.6,7.2,49.5,0.2,0.5,34.5,3.4,1.3,2,62.7,0.627,1.6,2.8,8.6,4.4,1.4,1.4,2,0.5,24.7,0.247,105.7,1.057,10.4,22.8,82.5,13.3,98.3,8062
Al Aminu,#N/A,24,DAL,NBA,2015,74,3,1366,147,357,113,233,34,124,84,118,114,228,342,59,70,62,55,137,412,0.412,41.2,#N/A,#N/A,0.485,0.274,0.459,0.712,0.504,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.6,0.236,109.5,1.095,10.5,22.5,85.8,13,105.2,8628
Lou Amundson,PF,32,TOT,NBA,2015,53,35,937,109,255,109,254,0,1,41,87,94,174,268,70,22,52,62,126,259,0.427,42.7,17.5,0.175,0.429,0,0.427,0.471,0.442,99.6,0.4,84.2,11.6,0,6.6,15.8,11.6,72.6,67,0.67,33,0,0,0,0,67,33,2.1,4.8,42.7,0,0,0,2.1,0.8,1.6,47.1,0.471,1.8,3.3,4.9,5.1,1.3,1.2,0.4,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Chris Andersen,PF,36,MIA,NBA,2015,60,20,1132,120,207,116,194,4,13,76,114,76,223,299,43,26,61,40,88,320,0.58,58,12.5,0.125,0.598,0.308,0.589,0.667,0.622,93.7,6.3,72.5,6.3,3.8,5.9,23.8,12.5,66.3,78.4,0.784,21.6,100,1,0,0,79.2,20.8,2,3.5,58,0.1,0.2,30.8,1.9,1.3,1.9,66.7,0.667,1.3,3.7,5.3,5,0.7,0.7,0.4,1,23.2,0.232,103.9,1.039,9.1,23.7,77.2,14.8,94.7,7764
Alan Anderson,SG,32,BRK,NBA,2015,74,19,1744,195,440,122,230,73,210,82,101,31,173,204,83,56,5,60,148,545,0.443,44.3,14.2,0.142,0.53,0.348,0.526,0.812,0.563,52.3,47.7,44.8,11,40.2,8.3,15,13.6,33.8,54.1,0.541,45.9,82.2,0.822,17.8,0.178,64.6,35.4,2.6,5.9,44.3,1,2.8,34.8,1.6,1.1,1.4,81.2,0.812,0.4,2.3,7.4,2.8,1.1,0.8,0.8,0.1,23.9,0.239,104.4,1.044,10.3,22.2,83,13.8,98,8038
Kyle Anderson,SG,21,SAS,NBA,2015,33,8,358,31,89,28,78,3,11,9,14,5,67,72,28,15,7,10,28,74,0.348,34.8,13.5,0.135,0.359,0.273,0.365,0.643,0.389,87.6,12.4,75.7,21.6,12.2,5.4,12.2,14.9,54.1,35.7,0.357,64.3,100,1,0,0,41.9,58.1,0.9,2.7,34.8,0.1,0.3,27.3,0.8,0.3,0.4,64.3,0.643,0.2,2,2.2,2.2,0.8,0.3,0.5,0.2,23.4,0.234,108.5,1.085,9.8,21.4,83.6,14,103.2,8461
Ryan Anderson,PF,26,NOP,NBA,2015,61,5,1675,291,729,169,370,122,359,129,151,108,187,295,55,33,20,62,113,833,0.399,39.9,23,0.23,0.457,0.34,0.483,0.854,0.524,50.8,49.2,40.6,12.5,43.9,4.8,15.5,12.5,28.1,37.9,0.379,62.1,94.3,0.943,5.7,0.057,61.5,38.5,4.8,12,39.9,2,5.9,34,2.8,2.1,2.5,85.4,0.854,1.8,3.1,13.7,4.8,0.9,1,0.5,0.3,27.1,0.271,108.2,1.082,11.5,21.8,82.9,13.3,99.4,8147
Giannis Antetokounmpo,SF,20,MIL,NBA,2015,81,71,2541,383,780,376,736,7,44,257,347,100,442,542,207,73,85,173,254,1030,0.491,49.1,19.6,0.196,0.511,0.159,0.496,0.741,0.552,94.4,5.6,73,15.5,2,24.1,25,20.9,57.5,51.9,0.519,48.1,85.7,0.857,14.3,0.143,52.5,47.5,4.7,9.6,49.1,0.1,0.5,15.9,4.6,3.2,4.3,74.1,0.741,1.2,5.5,12.7,6.7,2.6,2.1,0.9,1,25.4,0.254,102.7,1.027,10.7,21.1,82,16.7,97.8,8023
Carmelo Anthony,SF,30,NYK,NBA,2015,40,40,1428,358,806,297,627,61,179,189,237,72,192,264,122,40,17,89,87,966,0.444,44.4,32.4,0.324,0.474,0.341,0.482,0.797,0.531,77.8,22.2,61.5,32.5,18.9,8.9,19.6,14.5,29,38,0.38,62,78.7,0.787,21.3,0.213,45,55,9,20.2,44.4,1.5,4.5,34.1,7.4,4.7,5.9,79.7,0.797,1.8,4.8,24.2,6.6,3.1,2.2,1,0.4,24.5,0.245,99.9,0.999,10.6,19.2,82,14.7,91.9,7535
Joel Anthony,C,32,DET,NBA,2015,49,0,406,36,62,36,62,0,0,15,22,32,61,93,5,12,49,12,55,87,0.581,58.1,9.5,0.095,0.581,,0.581,0.682,0.607,100,0,82.8,13.8,0,2.3,17.2,13.8,69,72.2,0.722,27.8,0,0,0,0,72.2,27.8,0.7,1.3,58.1,0,0,0,0.7,0.3,0.4,68.2,0.682,0.7,1.2,1.8,1.9,0.1,0.2,0.2,1,27.7,0.277,105.3,1.053,12.8,22.4,85.8,13.4,98.5,8077
Pero Antic,PF,32,ATL,NBA,2015,63,3,1037,108,296,56,123,52,173,88,123,58,131,189,49,18,14,49,132,356,0.365,36.5,17.1,0.171,0.455,0.301,0.453,0.715,0.508,41.6,58.4,31.5,7.3,43.8,2.5,24.7,12.4,24.2,71.4,0.714,28.6,100,1,0,0,85.2,14.8,1.7,4.7,36.5,0.8,2.7,30.1,0.9,1.4,2,71.5,0.715,0.9,2.1,5.7,3,0.8,0.8,0.3,0.2,21.4,0.214,108.9,1.089,8.7,21.2,81.7,14.2,102.5,8409
Trevor Ariza,SF,29,HOU,NBA,2015,82,82,2930,366,910,172,355,194,555,122,143,77,382,459,209,152,17,141,186,1048,0.402,40.2,16.6,0.166,0.485,0.35,0.509,0.853,0.539,39,61,32.8,5.9,55.5,25.2,11.6,23,26.9,58.1,0.581,41.9,93.3,0.933,6.7,0.067,76.8,23.2,4.5,11.1,40.2,2.4,6.8,35,2.1,1.5,1.7,85.3,0.853,0.9,4.7,12.8,5.6,2.5,1.7,1.9,0.2,26.8,0.268,107,1.07,11.7,26,83.3,16.7,103.9,8522
Darrell Arthur,PF,26,DEN,NBA,2015,58,4,988,155,384,129,274,26,110,46,59,53,118,171,57,48,26,47,146,382,0.404,40.4,20.2,0.202,0.471,0.236,0.438,0.78,0.466,71.4,28.6,67.5,43.5,20.4,10.7,12,15.7,24.1,79.1,0.791,20.9,96.2,0.962,3.8,0.038,81.9,18.1,2.7,6.6,40.4,0.4,1.9,23.6,2.2,0.8,1,78,0.78,0.9,2,6.6,2.9,1,0.8,0.8,0.4,26.6,0.266,104.5,1.045,12.3,24.3,87.3,14.2,101.5,8320
Omer Asik,C,28,NOP,NBA,2015,76,76,1982,213,412,213,412,0,0,131,225,244,504,748,72,29,54,95,144,557,0.517,51.7,14,0.14,0.517,,0.517,0.582,0.545,100,0,76.5,0.4,0,3.2,23.5,11,76.1,69,0.69,31,0,0,0,0,69,31,2.8,5.4,51.7,0,0,0,2.8,1.7,3,58.2,0.582,3.2,6.6,7.3,9.8,0.9,1.3,0.4,0.7,27.1,0.271,108.2,1.082,11.5,21.8,82.9,13.3,99.4,8147
D.J Augustin,#N/A,27,TOT,NBA,2015,82,14,1964,258,647,175,401,83,246,178,205,20,141,161,353,49,3,145,93,777,0.399,39.9,#N/A,#N/A,0.436,0.337,0.463,0.868,0.527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jeff Ayres,PF,27,SAS,NBA,2015,51,0,383,55,95,55,95,0,0,27,36,37,80,117,14,8,8,26,60,137,0.579,57.9,16.1,0.161,0.579,,0.579,0.75,0.618,100,0,80.3,5.8,0,3.6,19.7,19,74.5,72.7,0.727,27.3,0,0,0,0,72.7,27.3,1.1,1.9,57.9,0,0,0,1.1,0.5,0.7,75,0.75,0.7,1.6,2.7,2.3,0.3,0.5,0.2,0.2,23.4,0.234,108.5,1.085,9.8,21.4,83.6,14,103.2,8461
Luke Babbitt,SF,25,NOP,NBA,2015,63,19,830,92,192,33,77,59,115,13,19,12,99,111,24,17,11,26,63,256,0.479,47.9,12.5,0.125,0.429,0.513,0.633,0.684,0.639,40.1,59.9,25.8,7,69.1,8.2,5.1,12.9,18.8,51.5,0.515,48.5,100,1,0,0,82.6,17.4,1.5,3,47.9,0.9,1.8,51.3,0.5,0.2,0.3,68.4,0.684,0.2,1.6,4.1,1.8,0.4,0.4,0.3,0.2,27.1,0.271,108.2,1.082,11.5,21.8,82.9,13.3,99.4,8147
Cameron Bairstow,PF,24,CHI,NBA,2015,18,1,64,3,14,3,14,0,0,4,5,6,2,8,1,2,1,3,8,10,0.214,21.4,14,0.14,0.214,,0.214,0.8,0.309,100,0,60,40,0,0,40,40,20,66.7,0.667,33.3,0,0,0,0,66.7,33.3,0.2,0.8,21.4,0,0,0,0.2,0.2,0.3,80,0.8,0.3,0.1,0.6,0.4,0.1,0.2,0.1,0.1,27,0.27,107.5,1.075,11.7,25.2,82.9,14,100.8,8265
Leandro Barbosa,SG,32,GSW,NBA,2015,66,1,982,183,386,140,274,43,112,58,74,23,68,91,99,41,8,44,87,467,0.474,47.4,20.6,0.206,0.511,0.384,0.53,0.784,0.558,71,29,60,10.7,27.6,31.3,12.4,27.6,49.3,64.3,0.643,35.7,88.4,0.884,11.6,0.116,69.9,30.1,2.8,5.8,47.4,0.7,1.7,38.4,2.1,0.9,1.1,78.4,0.784,0.3,1,7.1,1.4,1.5,0.7,0.6,0.1,24.1,0.241,111.6,1.116,10.4,20.8,87,14.5,110,9016
J.J Barea,#N/A,30,DAL,NBA,2015,77,10,1362,225,536,171,369,54,167,76,94,23,111,134,263,33,1,70,104,580,0.42,42,#N/A,#N/A,0.463,0.323,0.47,0.809,0.502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.6,0.236,109.5,1.095,10.5,22.5,85.8,13,105.2,8628
Andrea Bargnani,C,29,NYK,NBA,2015,29,22,785,164,361,149,320,15,41,87,107,32,95,127,46,2,27,42,53,430,0.454,45.4,26.2,0.262,0.466,0.366,0.475,0.813,0.527,88.6,11.4,69.3,34,10.5,3.3,20.2,9.8,35.3,68.5,0.685,31.5,100,1,0,0,71.3,28.7,5.7,12.4,45.4,0.5,1.4,36.6,5.1,3,3.7,81.3,0.813,1.1,3.3,14.8,4.4,1.6,1.4,0.1,0.9,24.5,0.245,99.9,0.999,10.6,19.2,82,14.7,91.9,7535
Harrison Barnes,SF,22,GSW,NBA,2015,82,82,2318,316,656,229,441,87,215,108,150,117,336,453,116,61,19,71,146,827,0.482,48.2,14.9,0.149,0.519,0.405,0.548,0.72,0.573,67.2,32.8,55.4,14,31.6,19.8,13.1,19.3,41.4,61.1,0.611,38.9,97.7,0.977,2.3,0.023,71.2,28.8,3.9,8,48.2,1.1,2.6,40.5,2.8,1.3,1.8,72,0.72,1.4,4.1,10.1,5.5,1.4,0.9,0.7,0.2,24.1,0.241,111.6,1.116,10.4,20.8,87,14.5,110,9016
Matt Barnes,SF,34,LAC,NBA,2015,76,74,2271,277,624,141,248,136,376,74,95,51,251,302,114,67,50,87,240,764,0.444,44.4,14.7,0.147,0.569,0.362,0.553,0.779,0.574,39.7,60.3,36.9,2.6,53.4,25.3,9.7,17.9,34.3,72.3,0.723,27.7,98.5,0.985,1.5,0.015,85.2,14.8,3.6,8.2,44.4,1.8,4.9,36.2,1.9,1,1.3,77.9,0.779,0.7,3.3,10.1,4,1.5,1.1,0.9,0.7,22.8,0.228,112.4,1.124,9.6,25.2,83.3,12.3,106.7,8751
Earl Barron,C,33,PHO,NBA,2015,16,1,143,12,39,10,35,2,4,6,12,14,14,28,5,4,2,5,26,32,0.308,30.8,15.3,0.153,0.286,0.5,0.333,0.5,0.361,89.7,10.3,62.5,43.8,18.8,0,18.8,12.5,18.8,90,0.9,10,100,1,0,0,91.7,8.3,0.8,2.4,30.8,0.1,0.3,50,0.6,0.4,0.8,50,0.5,0.9,0.9,2,1.8,0.3,0.3,0.3,0.1,24.5,0.245,105.3,1.053,10.9,21.5,85.8,15.1,102.4,8397
Will Barton,SG,24,TOT,NBA,2015,58,0,983,150,353,127,268,23,85,74,94,26,136,162,81,48,19,61,70,397,0.425,42.5,20.2,0.202,0.474,0.271,0.458,0.787,0.503,75.9,24.1,64,10.6,17.4,31.5,18.6,26.4,53.4,47.2,0.472,52.8,69.6,0.696,30.4,0.304,50.7,49.3,2.6,6.1,42.5,0.4,1.5,27.1,2.2,1.3,1.6,78.7,0.787,0.4,2.3,6.8,2.8,1.4,1.1,0.8,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Brandon Bass,PF,29,BOS,NBA,2015,82,43,1929,344,683,335,651,9,32,169,214,139,259,398,104,41,32,83,140,866,0.504,50.4,20,0.2,0.515,0.281,0.51,0.79,0.557,95.3,4.7,77.4,28.4,3.1,9.9,19.5,16.7,49,69,0.69,31,100,1,0,0,69.8,30.2,4.2,8.3,50.4,0.1,0.4,28.1,4.1,2.1,2.6,79,0.79,1.7,3.2,10.6,4.9,1.3,1,0.5,0.4,24.7,0.247,104.7,1.047,11.1,20.5,87.9,13.8,101.4,8312
Nicolas Batum,SG,26,POR,NBA,2015,71,71,2380,240,600,140,291,100,309,84,98,62,354,416,341,78,40,132,106,664,0.4,40,14.5,0.145,0.481,0.324,0.483,0.857,0.516,48.5,51.5,42.2,16.9,45.2,16.4,12.7,14.2,25.3,56.4,0.564,43.6,77,0.77,23,0.23,65,35,3.4,8.5,40,1.4,4.4,32.4,2,1.2,1.4,85.7,0.857,0.9,5,9.4,5.9,4.8,1.9,1.1,0.6,24.2,0.242,108.2,1.082,10.7,19.4,86,13.6,102.8,8429
Jerryd Bayless,PG,26,MIL,NBA,2015,77,4,1717,220,516,183,396,37,120,121,137,22,189,211,233,59,12,133,163,598,0.426,42.6,18.9,0.189,0.462,0.308,0.462,0.883,0.519,76.7,23.3,61.2,26.4,18.6,19.4,20.2,21.9,34.8,40.4,0.404,59.6,97.3,0.973,2.7,0.027,50,50,2.9,6.7,42.6,0.5,1.6,30.8,2.4,1.6,1.8,88.3,0.883,0.3,2.5,7.8,2.7,3,1.7,0.8,0.2,25.4,0.254,102.7,1.027,10.7,21.1,82,16.7,97.8,8023
Aron Baynes,C,28,SAS,NBA,2015,70,17,1122,185,327,184,323,1,4,90,104,109,209,318,35,16,22,65,162,461,0.566,56.6,17.6,0.176,0.57,0.25,0.567,0.865,0.618,98.8,1.2,79.8,10.4,0.7,5,19.5,17.4,69.4,79.3,0.793,20.7,100,1,0,0,79.5,20.5,2.6,4.7,56.6,0,0.1,25,2.6,1.3,1.5,86.5,0.865,1.6,3,6.6,4.5,0.5,0.9,0.2,0.3,23.4,0.234,108.5,1.085,9.8,21.4,83.6,14,103.2,8461
Kent Bazemore,SF,25,ATL,NBA,2015,75,10,1324,141,331,93,199,48,132,60,100,21,201,222,78,52,33,73,127,390,0.426,42.6,15.7,0.157,0.467,0.364,0.498,0.6,0.52,60.1,39.9,47.7,5.1,36.9,26.2,15.4,17.4,42.6,62.4,0.624,37.6,93.8,0.938,6.3,0.063,73,27,1.9,4.4,42.6,0.6,1.8,36.4,1.2,0.8,1.3,60,0.6,0.3,2.7,5.2,3,1,1,0.7,0.4,21.4,0.214,108.9,1.089,8.7,21.2,81.7,14.2,102.5,8409
Bradley Beal,SG,21,WAS,NBA,2015,63,59,2107,363,851,257,592,106,259,130,166,57,184,241,194,76,18,123,136,962,0.427,42.7,22.6,0.226,0.434,0.409,0.489,0.783,0.521,69.6,30.4,53.4,22.2,33.1,20.1,13.5,16.3,31.2,55.3,0.553,44.7,85.8,0.858,14.2,0.142,64.2,35.8,5.8,13.5,42.7,1.7,4.1,40.9,4.1,2.1,2.6,78.3,0.783,0.9,2.9,15.3,3.8,3.1,2,1.2,0.3,24.9,0.249,103.7,1.037,10.5,21.4,82.8,15,98.5,8080
Michael Beasley,SF,26,MIA,NBA,2015,24,1,505,92,212,84,178,8,34,20,26,12,77,89,32,15,13,37,66,212,0.434,43.4,24,0.24,0.472,0.235,0.453,0.769,0.474,84,16,79.2,31.1,11.3,2.8,9.4,22.6,48.1,35.7,0.357,64.3,100,1,0,0,41.3,58.7,3.8,8.8,43.4,0.3,1.4,23.5,3.5,0.8,1.1,76.9,0.769,0.5,3.2,8.8,3.7,1.3,1.5,0.6,0.5,23.2,0.232,103.9,1.039,9.1,23.7,77.2,14.8,94.7,7764
Marco Belinelli,SG,28,SAS,NBA,2015,62,9,1388,199,470,113,240,86,230,84,99,26,131,157,94,31,3,61,85,568,0.423,42.3,19,0.19,0.471,0.374,0.515,0.848,0.553,51.1,48.9,39.8,21.1,45.4,4.6,14.8,13.9,18.7,63.7,0.637,36.3,91.9,0.919,8.1,0.081,75.9,24.1,3.2,7.6,42.3,1.4,3.7,37.4,1.8,1.4,1.6,84.8,0.848,0.4,2.1,9.2,2.5,1.5,1,0.5,0,23.4,0.234,108.5,1.085,9.8,21.4,83.6,14,103.2,8461
Jerrelle Benimon,PF,23,UTA,NBA,2015,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,,0,16.7,0.167,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1.5,0,0.5,0,0,29.1,0.291,105.1,1.051,12,23.5,79.2,15.3,95.1,7801
Anthony Bennett,PF,21,MIN,NBA,2015,57,3,894,125,297,118,274,7,23,41,64,52,164,216,48,27,16,36,87,298,0.421,42.1,17.6,0.176,0.431,0.304,0.433,0.641,0.458,92.3,7.7,79.2,32.9,7,10.4,13.8,18.1,46.3,75.4,0.754,24.6,100,1,0,0,76.8,23.2,2.2,5.2,42.1,0.1,0.4,30.4,2.1,0.7,1.1,64.1,0.641,0.9,2.9,5.2,3.8,0.8,0.6,0.5,0.3,26.6,0.266,102.9,1.029,11.6,25.7,83.2,15,97.8,8016
