Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Nick Anderson,F,33,SAC,NBA,2001,21,0,169,14,57,4,18,10,39,0,0,3,22,25,13,10,4,7,13,38,0.246,24.6,17.1,0.171,0.222,0.256,0.333,,0.333,31.6,68.4,21.1,10.5,78.9,5.3,0,18.4,10.5,25,0.25,75,80,0.8,20,0.2,64.3,35.7,0.7,2.7,0.246,0.5,2,0.256,0.2,0,0,0,0,0.1,1,1.8,1.2,0.6,0.3,0.48,0.19,27.2,0.272,105.6,1.056,12,25.3,85,14.9,101.7,8343
Shandon Anderson,SF,27,HOU,NBA,2001,82,82,2396,263,590,217,420,46,170,138,188,72,261,333,189,82,40,131,202,710,0.446,44.6,15.4,0.154,0.517,0.271,0.485,0.734,0.528,71.2,28.8,61.1,8.7,19.4,24.4,19.4,17.2,52.4,66.8,0.668,33.2,95.7,0.957,4.3,0.043,71.9,28.1,3.2,7.2,0.446,0.6,2,0.271,2.6,1.7,2.3,73.4,0.734,0.9,3.2,8.7,4.1,2.3,1.6,1,0.49,27.5,0.275,106.7,1.067,11.2,25.4,79.2,14.7,97.2,7972
Greg Anthony,G,33,POR,NBA,2001,58,0,856,97,253,32,94,65,159,23,35,21,40,61,82,40,3,43,63,282,0.383,38.3,17.1,0.171,0.34,0.409,0.512,0.657,0.525,37.2,62.8,22.5,14.1,68.7,8.5,8.8,16.2,8.5,40.6,0.406,59.4,72.3,0.723,27.7,0.277,61.9,38.1,1.7,4.4,0.383,1.1,3,0.409,0.6,0.4,0.6,65.7,0.657,0.4,0.7,4.9,1.1,1.4,0.7,0.69,0.05,30,0.3,106.5,1.065,11.7,23.2,78.3,15.3,95.4,7824
Darrell Armstrong,PG,32,ORL,NBA,2001,75,75,2767,413,1002,270,599,143,403,220,249,94,249,343,524,135,13,200,155,1189,0.412,41.2,20.8,0.208,0.451,0.355,0.484,0.884,0.535,59.8,40.2,45.5,25.6,36.1,18.4,18.4,24,19.9,31.5,0.315,68.5,73.4,0.734,26.6,0.266,46,54,5.5,13.4,0.412,1.9,5,0.355,3.6,2.9,3.3,88.4,0.884,1.3,3.3,15.9,4.6,7,2.7,1.8,0.17,29.1,0.291,103.2,1.032,13,25.2,83.8,15.2,97.5,7992
Chucky Atkins,PG,26,DET,NBA,2001,81,75,2363,380,952,259,613,121,339,90,130,28,145,173,330,67,5,149,184,971,0.399,39.9,21.3,0.213,0.423,0.357,0.463,0.692,0.481,64.4,35.6,53.3,32.3,37.4,20.2,9.3,18.9,21,37.1,0.371,62.9,88.4,0.884,11.6,0.116,53.4,46.6,4.7,11.8,0.399,1.5,4,0.357,3.2,1.1,1.6,69.2,0.692,0.3,1.8,12,2.1,4.1,1.8,0.83,0.06,29.3,0.293,100,1,13.5,27.2,83.9,15.9,95.6,7837
Stacey Augmon,SF,32,POR,NBA,2001,66,23,1182,127,266,127,262,0,4,57,87,60,99,159,98,48,21,48,105,311,0.477,47.7,13.9,0.139,0.485,0,0.477,0.655,0.511,98.5,1.5,81.7,34.1,0,21.2,18.3,20.3,47.6,70.9,0.709,29.1,0,0,0,0,70.9,29.1,1.9,4,0.477,0,0,0,1.9,0.9,1.3,65.5,0.655,0.9,1.5,4.7,2.4,1.5,0.7,0.73,0.32,30,0.3,106.5,1.065,11.7,23.2,78.3,15.3,95.4,7824
Isaac Austin,C,31,VAN,NBA,2001,52,16,845,96,270,90,246,6,24,28,40,50,172,222,58,20,23,54,94,226,0.356,35.6,#N/A,#N/A,0.366,0.25,0.367,0.7,0.393,91.1,8.9,79.6,52.2,8,6.6,12.4,12.4,27.4,82.2,0.822,17.8,100,1,0,0,83.3,16.7,1.8,5.2,0.356,0.1,0,0.25,1.7,0.5,0.8,70,0.7,1,3.3,4.3,4.3,1.1,1,0.38,0.44,26.1,0.261,99.6,0.996,10.9,23.1,79.7,15.7,91.7,7522
William Avery,G,21,MIN,NBA,2001,55,0,463,55,144,39,85,16,59,28,36,5,24,29,75,13,4,45,48,154,0.382,38.2,20,0.2,0.459,0.271,0.438,0.778,0.482,59,41,50.6,18.2,31.2,18.2,18.2,24.7,32.5,53.8,0.538,46.2,75,0.75,25,0.25,60,40,1,2.6,0.382,0.3,1,0.271,0.7,0.5,0.7,77.8,0.778,0.1,0.4,2.8,0.5,1.4,0.8,#N/A,0.07,28.6,0.286,105.2,1.052,12.2,21.2,83.8,13.9,97.3,7982
Dalibor Bagaric,C,20,CHI,NBA,2001,35,0,259,17,65,17,64,0,1,13,28,22,34,56,10,9,16,21,44,47,0.262,26.2,17.4,0.174,0.266,0,0.262,0.464,0.304,98.5,1.5,72.3,8.5,0,8.5,27.7,17,63.8,41.2,0.412,58.8,0,0,0,0,41.2,58.8,0.5,1.9,0.262,0,0,0,0.5,0.4,0.8,46.4,0.464,0.6,1,1.3,1.6,0.3,0.6,0.26,0.46,26.6,0.266,97.2,0.972,11.3,23.3,78.2,15.8,87.6,7181
Vin Baker,PF,29,SEA,NBA,2001,76,27,2129,347,822,346,806,1,16,232,321,179,251,430,90,38,73,158,264,927,0.422,42.2,23.8,0.238,0.429,0.063,0.423,0.723,0.481,98.1,1.9,74.6,17.9,0.3,5.8,25,15.4,56.7,63.3,0.633,36.7,0,0,100,1,63.1,36.9,4.6,10.8,0.422,0,0,0.063,4.6,3.1,4.2,72.3,0.723,2.4,3.3,12.2,5.7,1.2,2.1,0.5,0.96,29.1,0.291,105.6,1.056,12.2,24.2,81.1,15.3,97.3,7978
Erick Barkley,G,22,POR,NBA,2001,8,0,38,8,22,5,14,3,8,0,0,0,3,3,6,2,0,5,2,19,0.364,36.4,30.4,0.304,0.357,0.375,0.432,,0.432,63.6,36.4,52.6,10.5,47.4,21.1,0,36.8,42.1,40,0.4,60,66.7,0.667,33.3,0.333,50,50,1,2.8,0.364,0.4,1,0.375,0.6,0,0,0,0,0,0.4,2.4,0.4,0.8,0.6,0.25,0,30,0.3,106.5,1.065,11.7,23.2,78.3,15.3,95.4,7824
Dana Barros,PG,33,DET,NBA,2001,60,0,1079,183,412,139,307,44,105,68,80,6,88,94,110,30,2,60,63,478,0.444,44.4,20.2,0.202,0.453,0.419,0.498,0.85,0.534,74.5,25.5,58.2,41.8,27.6,17.2,14.2,14.4,16.3,36,0.36,64,86.4,0.864,13.6,0.136,48.1,51.9,3.1,6.9,0.444,0.7,2,0.419,2.3,1.1,1.3,85,0.85,0.1,1.5,8,1.6,1.8,1,0.5,0.03,29.3,0.293,100,1,13.5,27.2,83.9,15.9,95.6,7837
Brent Barry,SG,29,SEA,NBA,2001,67,20,1778,198,401,89,172,109,229,84,103,33,178,211,225,80,14,86,126,589,0.494,49.4,13.5,0.135,0.517,0.476,0.63,0.816,0.66,42.9,57.1,30.2,5.4,55.5,24.3,14.3,19,24.8,64,0.64,36,93.6,0.936,6.4,0.064,80.3,19.7,3,6,0.494,1.6,3,0.476,1.3,1.3,1.5,81.6,0.816,0.5,2.7,8.8,3.1,3.4,1.3,1.19,0.21,29.1,0.291,105.6,1.056,12.2,24.2,81.1,15.3,97.3,7978
Jon Barry,SG,31,SAC,NBA,2001,62,2,1010,103,255,57,123,46,132,64,73,16,78,94,130,28,6,53,66,316,0.404,40.4,15.1,0.151,0.463,0.348,0.494,0.877,0.55,48.2,51.8,36.1,15.8,43.7,27.2,20.3,16.8,20.3,66.7,0.667,33.3,71.7,0.717,28.3,0.283,68.9,31.1,1.7,4.1,0.404,0.7,2,0.348,0.9,1,1.2,87.7,0.877,0.3,1.3,5.1,1.5,2.1,0.9,0.45,0.1,27.2,0.272,105.6,1.056,12,25.3,85,14.9,101.7,8343
Tony Battie,C,24,BOS,NBA,2001,40,25,845,108,201,108,198,0,3,44,69,73,160,233,16,27,60,37,126,260,0.537,53.7,14.4,0.144,0.545,0,0.537,0.638,0.562,98.5,1.5,83.1,23.8,0,7.7,16.9,16.2,59.2,72.2,0.722,27.8,0,0,0,0,72.2,27.8,2.7,5,0.537,0,0,0,2.7,1.1,1.7,63.8,0.638,1.8,4,6.5,5.8,0.4,0.9,0.68,1.5,25.3,0.253,101.4,1.014,10.9,26.7,79.1,15.7,94.6,7759
Raja Bell,SG,24,PHI,NBA,2001,5,0,30,2,7,1,4,1,3,0,0,0,1,1,0,1,0,2,1,5,0.286,28.6,13.8,0.138,0.25,0.333,0.357,,0.357,57.1,42.9,40,0,60,0,0,0,40,0,0,100,100,1,0,0,50,50,0.4,1.4,0.286,0.2,1,0.333,0.2,0,0,0,0,0,0.2,1,0.2,#N/A,#N/A,0.2,0,31.2,0.312,103.6,1.036,13.1,27.8,79.1,15.8,94.7,7763
Jonathan Bender,SF,20,IND,NBA,2001,59,7,574,66,186,55,145,11,41,50,68,14,60,74,32,7,28,42,73,193,0.355,35.5,20.3,0.203,0.379,0.268,0.384,0.735,0.447,78,22,57,31.1,17.1,16.6,25.9,14,25.9,70.9,0.709,29.1,100,1,0,0,75.8,24.2,1.1,3.2,0.355,0.2,1,0.268,0.9,0.8,1.2,73.5,0.735,0.2,1,3.3,1.3,0.5,0.7,0.12,0.47,27,0.27,102,1.02,11.2,24.5,78.4,15.2,92.6,7591
Corey Benjamin,G,22,CHI,NBA,2001,65,5,857,115,302,94,221,21,81,56,83,38,62,100,69,28,16,63,128,307,0.381,38.1,21.7,0.217,0.425,0.259,0.416,0.675,0.453,73.2,26.8,61.2,21.5,20.5,15.6,18.2,18.2,39.7,56.4,0.564,43.6,90.5,0.905,9.5,0.095,62.6,37.4,1.8,4.6,0.381,0.3,1,0.259,1.4,0.9,1.3,67.5,0.675,0.6,1,4.7,1.5,1.1,1,0.43,0.25,26.6,0.266,97.2,0.972,11.3,23.3,78.2,15.8,87.6,7181
David Benoit,F,32,UTA,NBA,2001,49,2,446,71,147,66,134,5,13,31,39,20,61,81,22,6,6,28,75,178,0.483,48.3,20.1,0.201,0.493,0.385,0.5,0.795,0.542,91.2,8.8,74.2,37.1,8.4,11.8,17.4,22.5,37.1,72.7,0.727,27.3,60,0.6,40,0.4,71.8,28.2,1.4,3,0.483,0.1,0,0.385,1.3,0.6,0.8,79.5,0.795,0.4,1.2,3.6,1.7,0.4,0.6,0.12,0.12,30.2,0.302,107.6,1.076,11.5,27.8,76.7,15.8,97.1,7959
Travis Best,PG,28,IND,NBA,2001,77,21,2457,347,788,310,691,37,97,187,226,38,184,222,473,110,11,127,246,918,0.44,44,19.3,0.193,0.449,0.381,0.464,0.827,0.517,87.7,12.3,67.5,33.8,12.1,13.4,20.4,16.8,33.8,30.6,0.306,69.4,73,0.73,27,0.27,35.2,64.8,4.5,10.2,0.44,0.5,1,0.381,4,2.4,2.9,82.7,0.827,0.5,2.4,11.9,2.9,6.1,1.6,1.43,0.14,27,0.27,102,1.02,11.2,24.5,78.4,15.2,92.6,7591
Mike Bibby,PG,22,VAN,NBA,2001,82,82,3190,525,1157,417,872,108,285,143,188,47,257,304,685,107,12,248,148,1301,0.454,45.4,21.1,0.211,0.478,0.379,0.5,0.761,0.525,75.4,24.6,64.1,44.7,24.9,14.2,11,16.8,19.4,48.2,0.482,51.8,91.7,0.917,8.3,0.083,57.1,42.9,6.4,14.1,0.454,1.3,3,0.379,5.1,1.7,2.3,76.1,0.761,0.6,3.1,15.9,3.7,8.4,3,1.3,0.15,26.1,0.261,99.6,0.996,10.9,23.1,79.7,15.7,91.7,7522
Chauncey Billups,PG,24,MIN,NBA,2001,77,33,1790,248,587,175,393,73,194,144,171,32,126,158,260,51,11,111,178,713,0.422,42.2,19.8,0.198,0.445,0.376,0.485,0.842,0.538,67,33,49.1,24.7,30.7,21.2,20.2,21.3,24.4,40,0.4,60,87.7,0.877,12.3,0.123,54,46,3.2,7.6,0.422,0.9,3,0.376,2.3,1.9,2.2,84.2,0.842,0.4,1.6,9.3,2.1,3.4,1.4,0.66,0.14,28.6,0.286,105.2,1.052,12.2,21.2,83.8,13.9,97.3,7982
Mookie Blaylock,G,33,GSW,NBA,2001,69,59,2352,317,801,244,576,73,225,53,76,71,201,272,462,163,20,128,134,760,0.396,39.6,17.4,0.174,0.424,0.324,0.441,0.697,0.455,71.9,28.1,64.2,41.1,28.8,20.3,7,20.8,23.2,37.7,0.377,62.3,76.7,0.767,23.3,0.233,46.7,53.3,4.6,11.6,0.396,1.1,3,0.324,3.5,0.8,1.1,69.7,0.697,1,2.9,11,3.9,6.7,1.9,2.36,0.29,33.3,0.333,97.8,0.978,16.4,24.7,87.5,15.9,92.5,7584
Corie Blount,PF,32,TOT,NBA,2001,68,6,1305,130,294,128,286,2,8,51,83,181,219,400,59,42,22,73,165,313,0.442,44.2,13.1,0.131,0.448,0.25,0.446,0.614,0.473,97.3,2.7,81.8,26.2,1.9,6.7,16.3,20.8,55.6,65.6,0.656,34.4,100,1,0,0,66.2,33.8,1.9,4.3,0.442,0,0,0.25,1.9,0.8,1.2,61.4,0.614,2.7,3.2,4.6,5.9,0.9,1.1,0.62,0.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mark Blount,C,25,BOS,NBA,2001,64,50,1098,101,200,101,200,0,0,46,66,97,134,231,32,39,76,62,183,248,0.505,50.5,12.3,0.123,0.505,,0.505,0.697,0.541,100,0,81.5,15.3,0,4.8,18.5,16.5,66.1,55.4,0.554,44.6,0,0,0,0,55.4,44.6,1.6,3.1,0.505,0,0,0,1.6,0.7,1,69.7,0.697,1.5,2.1,3.9,3.6,0.5,1,0.61,1.19,25.3,0.253,101.4,1.014,10.9,26.7,79.1,15.7,94.6,7759
Muggsy Bogues,G,36,TOR,NBA,2001,3,0,34,0,2,0,1,0,1,0,0,0,3,3,5,2,0,4,3,0,0,0,7.8,0.078,0,0,0,,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,1,1.7,1.3,0.67,0,30.8,0.308,105.9,1.059,13.6,24.2,85,13.2,97.6,8007
Etdrick Bohannon,F,27,CLE,NBA,2001,6,0,19,2,4,2,4,0,0,4,4,3,4,7,0,0,2,1,4,8,0.5,50,16.4,0.164,0.5,,0.5,1,0.694,100,0,50,0,0,0,50,0,50,0,0,100,0,0,0,0,0,100,0.3,0.7,0.5,0,0,0,0.3,0.7,0.7,100,1,0.5,0.7,1.3,1.2,#N/A,#N/A,0,0.33,29.7,0.297,100.3,1.003,12.4,24.9,79.7,16.5,92.2,7561
Calvin Booth,C,24,TOT,NBA,2001,55,29,933,120,252,120,252,0,0,53,78,77,169,246,42,29,111,53,146,293,0.476,47.6,16.3,0.163,0.476,,0.476,0.679,0.512,100,0,81.9,26.6,0,6.8,18.1,13.7,55.3,66.7,0.667,33.3,0,0,0,0,66.7,33.3,2.2,4.6,0.476,0,0,0,2.2,1,1.4,67.9,0.679,1.4,3.1,5.3,4.5,0.8,1,0.53,2.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cal Bowdler,F,23,ATL,NBA,2001,44,0,375,53,114,52,109,1,5,33,40,30,47,77,4,10,21,11,45,140,0.465,46.5,16.8,0.168,0.477,0.2,0.469,0.825,0.532,95.6,4.4,74.3,41.4,2.1,5.7,23.6,7.1,32.9,76.9,0.769,23.1,100,1,0,0,77.4,22.6,1.2,2.6,0.465,0,0,0.2,1.2,0.8,0.9,82.5,0.825,0.7,1.1,3.2,1.8,#N/A,#N/A,0.23,0.48,28.9,0.289,98.7,0.987,12.5,22.1,81.3,16.7,91,7459
Bruce Bowen,SF,29,MIA,NBA,2001,82,72,2685,211,581,108,274,103,307,98,161,45,200,245,132,83,53,74,269,623,0.363,36.3,13.2,0.132,0.394,0.336,0.452,0.609,0.478,47.2,52.8,34.7,9.3,49.6,14.8,15.7,24.7,25.4,55.6,0.556,44.4,99,0.99,1,0.01,76.8,23.2,2.6,7.1,0.363,1.3,4,0.336,1.3,1.2,2,60.9,0.609,0.5,2.4,7.6,3,1.6,0.9,1.01,0.65,24.3,0.243,101.1,1.011,9.9,22.9,76.3,13.7,88.9,7289
Ryan Bowen,SF,25,DEN,NBA,2001,57,0,696,80,144,76,133,4,11,27,44,62,51,113,30,37,12,24,95,191,0.556,55.6,11.7,0.117,0.571,0.364,0.569,0.614,0.585,92.4,7.6,79.6,9.4,6.3,24.6,14.1,18.8,70.2,71.1,0.711,28.9,100,1,0,0,72.5,27.5,1.4,2.5,0.556,0.1,0,0.364,1.3,0.5,0.8,61.4,0.614,1.1,0.9,3.4,2,0.5,0.4,0.65,0.21,28.3,0.283,103.7,1.037,12.7,24,83.9,13.9,96.6,7918
Ira Bowman,G,27,ATL,NBA,2001,3,0,19,0,2,0,2,0,0,0,0,1,1,2,7,0,0,1,0,0,0,0,8.5,0.085,0,,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.7,2.3,0.3,0,0,28.9,0.289,98.7,0.987,12.5,22.1,81.3,16.7,91,7459
Earl Boykins,PG,24,LAC,NBA,2001,10,0,149,25,63,24,55,1,8,14,17,4,7,11,32,5,0,9,9,65,0.397,39.7,23.5,0.235,0.436,0.125,0.405,0.824,0.461,87.3,12.7,73.8,27.7,4.6,18.5,21.5,9.2,46.2,33.3,0.333,66.7,100,1,0,0,36,64,2.5,6.3,0.397,0.1,1,0.125,2.4,1.4,1.7,82.4,0.824,0.4,0.7,6.5,1.1,3.2,0.9,0.5,0,28.3,0.283,101.3,1.013,11.7,25.1,78.9,15.8,92.5,7581
Shawn Bradley,C,28,DAL,NBA,2001,82,35,2001,219,447,218,441,1,6,140,178,160,448,608,38,36,228,88,256,579,0.49,49,14.3,0.143,0.494,0.167,0.491,0.787,0.551,98.7,1.3,75.3,15.5,0.5,0.9,24.2,14.2,59.8,68.3,0.683,31.7,100,1,0,0,68.5,31.5,2.7,5.5,0.49,0,0,0.167,2.7,1.7,2.2,78.7,0.787,2,5.5,7.1,7.4,0.5,1.1,0.44,2.78,24.1,0.241,107.1,1.071,10.1,23.8,81.9,13.9,100.5,8239
Elton Brand,PF,21,CHI,NBA,2001,74,74,2906,578,1215,578,1213,0,2,334,472,285,461,746,240,71,118,219,243,1490,0.476,47.6,26.2,0.262,0.477,0,0.476,0.708,0.524,99.8,0.2,77.6,21.2,0,6.5,22.4,16.2,56.4,66.6,0.666,33.4,0,0,0,0,66.6,33.4,7.8,16.4,0.476,0,0,0,7.8,4.5,6.4,70.8,0.708,3.9,6.2,20.1,10.1,3.2,3,0.96,1.59,26.6,0.266,97.2,0.972,11.3,23.3,78.2,15.8,87.6,7181
Terrell Brandon,PG,30,MIN,NBA,2001,78,78,2821,511,1134,478,1043,33,91,195,224,60,238,298,583,161,21,155,138,1250,0.451,45.1,22.1,0.221,0.458,0.363,0.465,0.871,0.507,92,8,76.5,51.2,7.9,21.2,15.6,20.8,25.3,49.8,0.498,50.2,78.8,0.788,21.2,0.212,51.7,48.3,6.6,14.5,0.451,0.4,1,0.363,6.1,2.5,2.9,87.1,0.871,0.8,3.1,16,3.8,7.5,2,2.06,0.27,28.6,0.286,105.2,1.052,12.2,21.2,83.8,13.9,97.3,7982
