Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Al Fariq-Aminu,#N/A,20,LAC,NBA,2011,81,14,1452,160,406,115,263,45,143,92,119,75,192,267,60,59,25,103,121,457,0.394,39.4,#N/A,#N/A,0.437,0.315,0.45,0.773,0.499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.4,0.284,105.3,1.053,11.6,26.7,80.4,16.4,16.4,8089
Lou Amundson,PF,28,GSW,NBA,2011,46,7,691,83,183,83,183,0,0,34,87,81,104,185,17,14,33,24,87,200,0.454,45.4,15.5,0.155,0.454,,0.454,0.391,0.452,100,0,83,7,0,16.5,17,16.5,76,56.6,0.566,43.4,0,0,0,0,56.6,43.4,1.8,4,45.4,0,0,0,1.8,0.7,1.9,39.1,0.391,1.8,2.3,4.3,4,0.4,0.5,0.3,0.7,26.7,0.267,108.2,1.082,11.6,20.7,85.9,14.6,14.6,8477
Chris Andersen,PF,32,DEN,NBA,2011,45,0,732,82,137,82,136,0,1,86,135,75,144,219,20,23,58,25,79,250,0.599,59.9,13.1,0.131,0.603,0,0.599,0.637,0.636,99.3,0.7,65.6,5.6,0,6.8,34.4,20,60,73.2,0.732,26.8,0,0,0,0,73.2,26.8,1.8,3,59.9,0,0,0,1.8,1.9,3,63.7,0.637,1.7,3.2,5.6,4.9,0.4,0.6,0.5,1.3,23.9,0.239,112.3,1.123,9.6,29.6,80.6,14.1,14.1,8811
David Andersen,C,30,TOT,NBA,2011,40,0,373,56,121,48,98,8,23,14,22,20,64,84,13,5,9,22,40,134,0.463,46.3,18.7,0.187,0.49,0.348,0.496,0.636,0.513,81,19,71.6,55.2,17.9,6,10.4,14.9,16.4,75,0.75,25,100,1,0,0,78.6,21.4,1.4,3,46.3,0.2,0.6,34.8,1.2,0.4,0.6,63.6,0.636,0.5,1.6,3.4,2.1,0.3,0.6,0.1,0.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
James Anderson,SG,21,SAS,NBA,2011,26,2,286,31,81,13,35,18,46,14,18,2,21,23,18,3,6,13,24,94,0.383,38.3,16.5,0.165,0.371,0.391,0.494,0.778,0.529,43.2,56.8,27.7,14.9,57.4,12.8,14.9,23.4,12.8,69.2,0.692,30.8,94.4,0.944,5.6,0.056,83.9,16.1,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.5,0.7,77.8,0.778,0.1,0.8,3.6,0.9,0.7,0.5,0.1,0.2,24.9,0.249,111.8,1.118,10.1,24.2,80.8,13.4,13.4,8502
Ryan Anderson,PF,22,ORL,NBA,2011,64,14,1424,226,525,92,184,134,341,95,117,129,226,355,52,30,38,49,137,681,0.43,43,19.8,0.198,0.5,0.393,0.558,0.812,0.591,35,65,27,2.1,59,7.2,14,13.2,25,42.4,0.424,57.6,98.5,0.985,1.5,0.015,75.7,24.3,3.5,8.2,43,2.1,5.3,39.3,1.4,1.5,1.8,81.2,0.812,2,3.5,10.6,5.5,0.8,0.8,0.5,0.6,26.1,0.261,107.9,1.079,10.5,25.6,78.2,14.9,14.9,8135
Carmelo Anthony,SF,26,TOT,NBA,2011,77,77,2751,684,1503,589,1252,95,251,507,605,118,445,563,221,68,46,206,224,1970,0.455,45.5,32.1,0.321,0.47,0.378,0.487,0.838,0.557,83.3,16.7,59.8,25.2,14.5,9.8,25.7,11.9,34.6,41.8,0.418,58.2,84.2,0.842,15.8,0.158,47.7,52.3,8.9,19.5,45.5,1.2,3.3,37.8,7.6,6.6,7.9,83.8,0.838,1.5,5.8,25.6,7.3,2.9,2.7,0.9,0.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Joel Anthony,C,28,MIA,NBA,2011,75,11,1463,53,99,53,99,0,0,47,73,104,162,266,24,10,93,36,194,153,0.535,53.5,5.5,0.055,0.535,,0.535,0.644,0.583,100,0,69.3,1.3,0,8.5,30.7,9.2,68,66,0.66,34,0,0,0,0,66,34,0.7,1.3,53.5,0,0,0,0.7,0.6,1,64.4,0.644,1.4,2.2,2,3.5,0.3,0.5,0.1,1.2,25.2,0.252,111.7,1.117,9.6,27.9,76.8,13.9,13.9,8369
Gilbert Arenas,PG,29,TOT,NBA,2011,70,16,1796,269,734,172,407,97,327,120,153,22,167,189,274,74,21,177,188,755,0.366,36.6,24.6,0.246,0.423,0.297,0.433,0.784,0.471,55.4,44.6,45.6,25.2,38.5,13.1,15.9,16.3,20.4,22.7,0.227,77.3,74.2,0.742,25.8,0.258,41.3,58.7,3.8,10.5,36.6,1.4,4.7,29.7,2.5,1.7,2.2,78.4,0.784,0.3,2.4,10.8,2.7,3.9,2.5,1.1,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Trevor Ariza,SF,25,NOH,NBA,2011,75,75,2600,303,762,221,491,82,271,138,197,61,347,408,162,120,31,118,180,826,0.398,39.8,17.7,0.177,0.45,0.303,0.451,0.701,0.487,64.4,35.6,53.5,10.4,29.8,20.5,16.7,24.5,43.1,55.7,0.557,44.3,96.3,0.963,3.7,0.037,66.7,33.3,4,10.2,39.8,1.1,3.6,30.3,2.9,1.8,2.6,70.1,0.701,0.8,4.6,11,5.4,2.2,1.6,1.6,0.4,25.1,0.251,106.2,1.062,10,23.1,78.2,13,13,7784
Hilton Armstrong,PF,26,TOT,NBA,2011,53,2,488,37,76,35,72,2,4,16,33,42,89,131,14,18,21,28,84,92,0.487,48.7,11,0.11,0.486,0.5,0.5,0.485,0.508,94.7,5.3,76.1,19.6,6.5,5.4,17.4,18.5,56.5,51.4,0.514,48.6,0,0,100,1,48.6,51.4,0.7,1.4,48.7,0,0.1,50,0.7,0.3,0.6,48.5,0.485,0.8,1.7,1.7,2.5,0.3,0.5,0.3,0.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Carlos Arroyo,PG,31,TOT,NBA,2011,64,43,1185,120,273,89,204,31,69,39,47,20,83,103,125,21,1,60,71,310,0.44,44,14.1,0.141,0.436,0.449,0.496,0.83,0.528,74.7,25.3,57.4,48.4,30,6.1,12.6,14.2,9,62.9,0.629,37.1,93.5,0.935,6.5,0.065,70.8,29.2,1.9,4.3,44,0.5,1.1,44.9,1.4,0.6,0.7,83,0.83,0.3,1.3,4.8,1.6,2,0.9,0.3,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Darrell Arthur,PF,22,MEM,NBA,2011,80,9,1609,310,624,310,618,0,6,109,134,115,227,342,53,52,63,88,228,729,0.497,49.7,21.6,0.216,0.502,0,0.497,0.813,0.534,99,1,85,35.4,0,12.5,15,16.5,49.7,74.2,0.742,25.8,0,0,0,0,74.2,25.8,3.9,7.8,49.7,0,0.1,0,3.9,1.4,1.7,81.3,0.813,1.4,2.8,9.1,4.3,0.7,1.1,0.7,0.8,28.9,0.289,107.6,1.076,11.8,24.2,82.9,14,14,8195
Omer Asik,C,24,CHI,NBA,2011,82,0,989,78,141,78,141,0,0,73,145,112,194,306,32,20,56,64,153,229,0.553,55.3,12.5,0.125,0.553,,0.553,0.503,0.559,100,0,68.1,0.9,0,7.9,31.9,19.2,67.2,59,0.59,41,0,0,0,0,59,41,1,1.7,55.3,0,0,0,1,0.9,1.8,50.3,0.503,1.4,2.4,2.8,3.7,0.4,0.8,0.2,0.7,29.4,0.294,108.3,1.083,11.8,24.5,80.3,14.2,14.2,8087
D.J Augustin,#N/A,23,CHA,NBA,2011,82,82,2757,399,958,288,625,111,333,269,297,38,187,225,498,54,3,155,152,1178,0.416,41.6,#N/A,#N/A,0.461,0.333,0.474,0.906,0.541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.7,0.257,103.4,1.034,10.3,24.4,77.6,14.5,14.5,7650
Luke Babbitt,SF,21,POR,NBA,2011,24,0,137,15,55,12,39,3,16,3,9,6,24,30,6,2,2,8,15,36,0.273,27.3,21.1,0.211,0.308,0.188,0.3,0.333,0.305,70.9,29.1,66.7,5.6,25,0,8.3,19.4,61.1,50,0.5,50,100,1,0,0,60,40,0.6,2.3,27.3,0.1,0.7,18.8,0.5,0.1,0.4,33.3,0.333,0.3,1,1.5,1.3,0.3,0.3,0.1,0.1,29.5,0.295,108.8,1.088,12.1,22.4,80.5,13,13,7896
Renaldo Balkman,SF,26,TOT,NBA,2011,8,0,62,6,13,5,11,1,2,3,4,2,5,7,2,4,2,1,15,16,0.462,46.2,10.6,0.106,0.455,0.5,0.5,0.75,0.542,84.6,15.4,62.5,0,18.8,43.8,18.8,0,62.5,100,1,0,100,1,0,0,100,0,0.8,1.6,46.2,0.1,0.3,50,0.6,0.4,0.5,75,0.75,0.3,0.6,2,0.9,0.3,0.1,0.5,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Marcus Banks,PG,29,TOR,NBA,2011,3,0,22,0,2,0,2,0,0,6,8,0,1,1,3,1,0,2,4,6,0,0,14.5,0.145,0,,0,0.75,0.543,100,0,0,0,0,33.3,100,33.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,2,2.7,75,0.75,0,0.3,2,0.3,1,0.7,0.3,0,28.2,0.282,106.1,1.061,11.7,24.1,82.4,14.7,14.7,8124
Leandro Barbosa,SG,28,TOR,NBA,2011,58,0,1395,294,653,222,440,72,213,109,137,14,85,99,119,50,6,84,112,769,0.45,45,25.4,0.254,0.505,0.338,0.505,0.796,0.539,67.4,32.6,57.7,12,28.1,24.4,14.2,22.9,45.8,36.9,0.369,63.1,86.1,0.861,13.9,0.139,49,51,5.1,11.3,45,1.2,3.7,33.8,3.8,1.9,2.4,79.6,0.796,0.2,1.5,13.3,1.7,2.1,1.4,0.9,0.1,28.2,0.282,106.1,1.061,11.7,24.1,82.4,14.7,14.7,8124
J.J Barea,#N/A,26,DAL,NBA,2011,81,2,1669,285,649,219,460,66,189,133,157,29,130,159,317,30,1,136,136,769,0.439,43.9,#N/A,#N/A,0.476,0.349,0.49,0.847,0.535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.1,0.241,109.7,1.097,9.5,22.6,78.8,14,14,8220
Andrea Bargnani,C,25,TOR,NBA,2011,66,66,2353,525,1173,448,950,77,223,287,350,74,269,343,119,34,46,152,160,1414,0.448,44.8,28.2,0.282,0.472,0.345,0.48,0.82,0.533,81,19,63.4,30.1,16.3,8.3,20.3,11.5,33.2,58.9,0.589,41.1,90.9,0.909,9.1,0.091,63.6,36.4,8,17.8,44.8,1.2,3.4,34.5,6.8,4.3,5.3,82,0.82,1.1,4.1,21.4,5.2,1.8,2.3,0.5,0.7,28.2,0.282,106.1,1.061,11.7,24.1,82.4,14.7,14.7,8124
Matt Barnes,SF,30,LAL,NBA,2011,53,0,1020,131,279,97,172,34,107,60,77,73,155,228,71,39,22,58,127,356,0.47,47,16.6,0.166,0.564,0.318,0.53,0.779,0.569,61.6,38.4,54.5,3.9,28.7,20.2,16.9,17.1,50.6,72.2,0.722,27.8,85.3,0.853,14.7,0.147,75.6,24.4,2.5,5.3,47,0.6,2,31.8,1.8,1.1,1.5,77.9,0.779,1.4,2.9,6.7,4.3,1.3,1.1,0.7,0.4,29.2,0.292,111,1.11,12.1,24.1,82.4,13.1,13.1,8321
Earl Barron,C,29,TOT,NBA,2011,21,7,305,32,99,32,99,0,0,15,24,32,44,76,11,8,6,16,46,79,0.323,32.3,18.6,0.186,0.323,,0.323,0.625,0.361,100,0,81,35.4,0,5.1,19,24.1,45.6,68.8,0.688,31.3,0,0,0,0,68.8,31.3,1.5,4.7,32.3,0,0,0,1.5,0.7,1.1,62.5,0.625,1.5,2.1,3.8,3.6,0.5,0.8,0.4,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Brandon Bass,PF,25,ORL,NBA,2011,76,51,1980,332,645,332,643,0,2,190,233,134,290,424,57,27,52,97,159,854,0.515,51.5,20.2,0.202,0.516,0,0.515,0.815,0.571,99.7,0.3,77.8,35.8,0,6.3,22.2,14.3,41.9,65.7,0.657,34.3,0,0,0,0,65.7,34.3,4.4,8.5,51.5,0,0,0,4.4,2.5,3.1,81.5,0.815,1.8,3.8,11.2,5.6,0.8,1.3,0.4,0.7,26.1,0.261,107.9,1.079,10.5,25.6,78.2,14.9,14.9,8135
Tony Battie,C,34,PHI,NBA,2011,38,0,377,45,96,43,93,2,3,8,14,17,82,99,12,5,15,12,59,100,0.469,46.9,14.3,0.143,0.462,0.667,0.479,0.571,0.489,96.9,3.1,86,40,6,3,8,5,46,76.7,0.767,23.3,100,1,0,0,77.8,22.2,1.2,2.5,46.9,0.1,0.1,66.7,1.1,0.2,0.4,57.1,0.571,0.4,2.2,2.6,2.6,0.3,0.3,0.1,0.4,24.6,0.246,106.6,1.066,10.4,22.6,82.6,13,13,8119
Shane Battier,SF,32,TOT,NBA,2011,82,59,2375,229,509,127,242,102,267,64,93,90,283,373,185,69,81,79,158,624,0.45,45,11.7,0.117,0.525,0.382,0.55,0.688,0.567,47.5,52.5,40.7,7.4,49,10.7,10.3,11.9,33.3,58.3,0.583,41.7,96.1,0.961,3.9,0.039,75.1,24.9,2.8,6.2,45,1.2,3.3,38.2,1.5,0.8,1.1,68.8,0.688,1.1,3.5,7.6,4.5,2.3,1,0.8,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Nicolas Batum,SG,22,POR,NBA,2011,80,67,2522,367,807,249,465,118,342,138,164,109,252,361,123,68,49,83,194,990,0.455,45.5,17.7,0.177,0.535,0.345,0.528,0.841,0.563,57.6,42.4,50.3,13.3,35.8,11.1,13.9,17.9,37,73.5,0.735,26.5,98.3,0.983,1.7,0.017,81.5,18.5,4.6,10.1,45.5,1.5,4.3,34.5,3.1,1.7,2.1,84.1,0.841,1.4,3.2,12.4,4.5,1.5,1,0.9,0.6,29.5,0.295,108.8,1.088,12.1,22.4,80.5,13,13,7896
Jerryd Bayless,PG,22,TOT,NBA,2011,71,14,1496,218,517,169,371,49,146,166,206,26,139,165,266,38,5,127,149,651,0.422,42.2,22.4,0.224,0.456,0.336,0.469,0.806,0.536,71.8,28.2,51.9,18.7,22.6,22.9,25.5,15.8,33.2,25.4,0.254,74.6,85.7,0.857,14.3,0.143,39,61,3.1,7.3,42.2,0.7,2.1,33.6,2.4,2.3,2.9,80.6,0.806,0.4,2,9.2,2.3,3.7,1.8,0.5,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Michael Beasley,SF,22,MIN,NBA,2011,73,73,2361,561,1246,501,1082,60,164,219,291,118,291,409,158,54,52,195,222,1401,0.45,45,28.4,0.284,0.463,0.366,0.474,0.753,0.51,86.8,13.2,71.5,31,12.8,6.1,15.6,12.8,40.5,42.5,0.425,57.5,68.3,0.683,31.7,0.317,45.3,54.7,7.7,17.1,45,0.8,2.2,36.6,6.9,3,4,75.3,0.753,1.6,4,19.2,5.6,2.2,2.7,0.7,0.7,29.6,0.296,104.2,1.042,13.2,24.1,85.5,17,17,8288
Rodrigue Beaubois,PG,22,DAL,NBA,2011,28,26,496,94,223,69,140,25,83,23,30,7,45,52,64,20,8,47,76,236,0.422,42.2,25.6,0.256,0.493,0.301,0.478,0.767,0.5,62.8,37.2,58.5,8.5,31.8,25,9.7,20.8,50,40.6,0.406,59.4,80,0.8,20,0.2,51.1,48.9,3.4,8,42.2,0.9,3,30.1,2.5,0.8,1.1,76.7,0.767,0.3,1.6,8.4,1.9,2.3,1.7,0.7,0.3,24.1,0.241,109.7,1.097,9.5,22.6,78.8,14,14,8220
Marco Belinelli,SG,24,NOH,NBA,2011,80,69,1957,302,691,168,367,134,324,98,125,17,134,151,92,38,6,77,146,836,0.437,43.7,19.9,0.199,0.458,0.414,0.534,0.784,0.56,53.1,46.9,40.2,22.5,48.1,19.5,11.7,17.1,17.7,75.6,0.756,24.4,95.5,0.955,4.5,0.045,84.4,15.6,3.8,8.6,43.7,1.7,4.1,41.4,2.1,1.2,1.6,78.4,0.784,0.2,1.7,10.5,1.9,1.2,1,0.5,0.1,25.1,0.251,106.2,1.062,10,23.1,78.2,13,13,7784
Charlie Bell,SG,31,GSW,NBA,2011,19,0,171,12,43,6,22,6,21,2,4,6,12,18,13,6,1,6,13,32,0.279,27.9,13.3,0.133,0.273,0.286,0.349,0.5,0.357,51.2,48.8,37.5,25,56.3,21.9,6.3,25,12.5,83.3,0.833,16.7,100,1,0,0,91.7,8.3,0.6,2.3,27.9,0.3,1.1,28.6,0.3,0.1,0.2,50,0.5,0.3,0.6,1.7,0.9,0.7,0.3,0.3,0.1,26.7,0.267,108.2,1.082,11.6,20.7,85.9,14.6,14.6,8477
Raja Bell,SG,34,UTA,NBA,2011,68,63,2097,191,467,123,274,68,193,91,102,31,145,176,118,56,14,63,169,541,0.409,40.9,12.5,0.125,0.449,0.352,0.482,0.892,0.528,58.7,41.3,45.5,32.5,37.7,17.6,16.8,17.6,12.9,82.1,0.821,17.9,98.5,0.985,1.5,0.015,88,12,2.8,6.9,40.9,1,2.8,35.2,1.8,1.3,1.5,89.2,0.892,0.5,2.1,8,2.6,1.7,0.9,0.8,0.2,27,0.27,108.1,1.081,11,25.1,80.4,14.3,14.3,8153
Mike Bibby,PG,32,TOT,NBA,2011,80,68,2285,248,576,95,228,153,348,39,62,17,178,195,265,50,9,101,175,688,0.431,43.1,14.6,0.146,0.417,0.44,0.563,0.629,0.57,39.6,60.4,27.6,18,66.7,11.9,5.7,13.8,9.6,52.6,0.526,47.4,96.7,0.967,3.3,0.033,79.8,20.2,3.1,7.2,43.1,1.9,4.4,44,1.2,0.5,0.8,62.9,0.629,0.2,2.2,8.6,2.4,3.3,1.3,0.6,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Andris Biedrins,C,24,GSW,NBA,2011,59,55,1397,142,266,142,266,0,0,10,31,145,281,426,60,52,52,57,198,294,0.534,53.4,10.6,0.106,0.534,,0.534,0.323,0.526,100,0,96.6,3.4,0,2,3.4,10.2,93.2,67.6,0.676,32.4,0,0,0,0,67.6,32.4,2.4,4.5,53.4,0,0,0,2.4,0.2,0.5,32.3,0.323,2.5,4.8,5,7.2,1,1,0.9,0.9,26.7,0.267,108.2,1.082,11.6,20.7,85.9,14.6,14.6,8477
