Player,Position,Age,Tm,Lg,Season,G_total_player,GS_total_player,MP_total_player,FGM_total_player,FGA_total_player,TWOPM_total_player,TWOPA_total_player,THREEPM_total_player,THREEPA_total_player,FT_total__player,FTA_total_player,ORB_total_player,DRB_total__player,TRB_total_player,AST_total_player,STL_total_player,BLK_total_player,TOV_total_player,PF_total_player,PTS_total_player,FGpercent_player,FGpercent_1_player,USGpercent_1_player,USGpercent_player,TWOPpercent_player,THREEPpercent_player,eFGpercent_player,FTpercent_player,TSpercent_player,FGA2PTpercent_player,FGA3PTpercent_player,PTS2PTpercent_player,PTS2PTpercent MR_player,TWOPTpercentTHREEPT_player,PTSFBPSpercent_player,PTSFTpercent_player,PTSOFFTOpercent_player,PTSPITPpercent_player,TWOFGMpercentAST_player,TWOFGMpercentAST_1_player,UASTpercent_player,THREEFGMpercentAST_player,THREEFGMpercentAST_1_player,THREEFGMpercentUAST_player,THREEFGMpercentUAST_1_player,FGMpercentAST_player,FGMpercentUAST_player,FGM_pg_player,FGA_pg_player,FGpercent_pg_player,THREEPM_pg_player,THREEPA_pg_player,THREEPpercent_pg_player,TWOPM_pg_player,FTM_pg_player,FTA_pg_player,FTpercent_pg_player,FTpercent_pg_1_player,OREB_pg_player,DREB_pg_player,PTS_pg_player,REB_pg_player,AST_pg_player,TOV_pg_player,STL_pg_player,BLK_pg_player,ORBpercent_team,ORBpercent_1_player,Ortg_team,Ortg_1_team,ORB_pg_team,FTA_pg_team,FGA_pg_team,TO_pg_team,PTS_pg_team,PTS_total_team
Kenny Anderson,PG,31,BOS,NBA,2002,76,76,2430,312,716,303,683,9,33,98,132,57,218,275,403,141,10,119,210,731,0.436,43.6,16.8,0.168,0.444,0.273,0.442,0.742,0.472,95.4,4.6,82.9,41.9,3.7,14.1,13.4,15.3,41,40.6,0.406,59.4,88.9,0.889,11.1,0.111,42,58,4.1,9.4,0.436,0.1,0,0.273,4,1.3,1.7,74.2,0.742,0.5,1.7,7.5,2.2,4.1,1.6,1.3,0.1,24.1,0.241,103.4,1.034,10.9,23.9,82.1,13.6,96.4,7901
Nick Anderson,SF,34,MEM,NBA,2002,15,0,219,21,76,8,28,13,48,5,9,1,32,33,14,6,6,14,17,60,0.276,27.6,19.8,0.198,0.286,0.271,0.362,0.556,0.375,36.8,63.2,26.7,13.3,65,6.7,8.3,13.3,13.3,100,1,0,92.3,0.923,7.7,0.077,95.2,4.8,1.4,5.1,0.276,0.9,3,0.271,0.5,0.3,0.6,55.6,0.556,0.1,1,1.8,1.2,0.6,0.3,0.5,0.2,27.8,0.278,98.2,0.982,12,23,79.7,16.4,89.9,7372
Shandon Anderson,SF,28,NYK,NBA,2002,82,6,1596,149,373,110,232,39,141,74,107,57,192,249,76,48,15,97,134,411,0.399,39.9,15.3,0.153,0.474,0.277,0.452,0.692,0.489,62.2,37.8,53.5,9.2,28.5,18.5,18,24.6,44.3,68.2,0.682,31.8,97.4,0.974,2.6,0.026,75.8,24.2,1.8,4.5,0.399,0.5,2,0.277,1.3,0.9,1.3,69.2,0.692,0.9,3.2,8.7,4.1,2.3,1.6,1,0.5,25.6,0.256,101.5,1.015,10.7,21.8,79.5,14.5,91.6,7514
Greg Anthony,PG,34,TOT,NBA,2002,60,38,1514,183,475,135,312,48,163,60,91,22,110,132,282,77,5,94,114,474,0.385,38.5,18.5,0.185,0.433,0.294,0.436,0.659,0.46,65.7,34.3,57,34.6,30.4,12.4,12.7,23.4,22.4,49.6,0.496,50.4,85.4,0.854,14.6,0.146,59,41,3.1,7.9,0.385,0.8,3,0.294,2.3,1,1.5,65.9,0.659,0.4,0.7,4.9,1.1,1.4,0.7,0.7,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gilbert Arenas,PG,20,GSW,NBA,2002,47,30,1155,174,384,135,271,39,113,124,160,41,91,132,174,69,11,97,115,511,0.453,45.3,19.7,0.197,0.498,0.345,0.504,0.775,0.562,70.6,29.4,52.8,18,22.9,20.7,24.3,16.2,34.8,28.9,0.289,71.1,79.5,0.795,20.5,0.205,40.2,59.8,3.7,8.2,0.453,0.8,2,0.345,2.9,2.6,3.4,77.5,0.775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.3,0.353,102.8,1.028,16.3,28.6,85.2,16.8,97.7,8009
Brandon Armstrong,SG,21,NJN,NBA,2002,35,0,196,27,85,22,68,5,17,5,10,10,6,16,8,7,1,8,26,64,0.318,31.8,22.6,0.226,0.324,0.294,0.347,0.5,0.358,80,20,68.8,50,23.4,6.3,7.8,15.6,18.8,68.2,0.682,31.8,80,0.8,20,0.2,70.4,29.6,0.8,2.4,0.318,0.1,0,0.294,0.6,0.1,0.3,50,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.2,0.292,104,1.04,12.7,23.3,83.1,14.5,96.2,7889
Darrell Armstrong,PG,33,ORL,NBA,2002,82,79,2730,347,828,208,430,139,398,182,205,83,236,319,453,157,10,175,166,1015,0.419,41.9,17.8,0.178,0.484,0.349,0.503,0.888,0.553,51.9,48.1,41,16.9,41.1,22.1,17.9,22.4,24,43.3,0.433,56.7,82,0.82,18,0.18,58.8,41.2,4.2,10.1,0.419,1.7,5,0.349,2.5,2.2,2.5,88.8,0.888,1.3,3.3,15.8,4.6,7,2.7,1.8,0.2,26.3,0.263,107,1.07,11.5,23.4,84.1,13.6,100.5,8240
Carlos Arroyo,PG,22,TOT,NBA,2002,37,1,371,49,111,49,109,0,2,13,18,12,28,40,70,11,1,23,30,111,0.441,44.1,16.8,0.168,0.45,0,0.441,0.722,0.467,98.2,1.8,88.3,52.3,0,21.6,11.7,12.6,36,51,0.51,49,0,0,0,0,51,49,1.3,3,0.441,0,0,0,1.3,0.4,0.5,72.2,0.722,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Chucky Atkins,PG,27,DET,NBA,2002,79,62,2285,368,790,230,454,138,336,83,120,31,127,158,263,72,11,128,177,957,0.466,46.6,19.9,0.199,0.507,0.411,0.553,0.692,0.568,57.5,42.5,48.1,23,43.3,16.4,8.7,20.8,25.1,33.5,0.335,66.5,94.9,0.949,5.1,0.051,56.5,43.5,4.7,10,0.466,1.7,4,0.411,2.9,1.1,1.5,69.2,0.692,0.3,1.8,12,2.1,4.1,1.8,0.8,0.1,24.4,0.244,104.8,1.048,9.9,23.8,76.8,14.5,94.3,7735
Stacey Augmon,SF,33,CHH,NBA,2002,77,3,1319,140,328,140,325,0,3,77,101,59,166,225,103,56,12,54,115,357,0.427,42.7,14.9,0.149,0.431,0,0.427,0.762,0.479,99.1,0.9,78.6,36.2,0,17,21.4,13.1,42.3,73,0.73,27,0,0,0,0,73,27,1.8,4.3,0.427,0,0,0,1.8,1,1.3,76.2,0.762,0.9,1.5,4.7,2.4,1.5,0.7,0.7,0.3,30.6,0.306,104.3,1.043,12.9,25.7,80.2,14,93.9,7700
Isaac Austin,C,32,MEM,NBA,2002,21,8,307,36,92,36,89,0,3,4,4,11,60,71,13,9,5,11,36,76,0.391,39.1,#N/A,#N/A,0.404,0,0.391,1,0.405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7,4.4,0.391,0,0,0,1.7,0.2,0.2,100,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.8,0.278,98.2,0.982,12,23,79.7,16.4,89.9,7372
William Avery,#N/A,22,MIN,NBA,2002,28,0,258,26,90,20,55,6,35,13,19,4,20,24,36,7,0,19,17,71,0.289,28.9,20.5,0.205,0.364,0.171,0.322,0.684,0.361,61.1,38.9,56.3,16.9,25.4,25.4,18.3,22.5,39.4,30,0.3,70,33.3,0.333,66.7,0.667,30.8,69.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.7,#N/A,#N/A,#N/A,#N/A,0.1,0.4,2.8,0.5,1.4,0.8,0.2,0.1,31.3,0.313,109,1.09,12.9,21.4,84,13.4,99.3,8145
Dalibor Bagaric,C,21,CHI,NBA,2002,50,0,638,72,178,72,177,0,1,41,70,55,107,162,23,17,24,46,108,185,0.404,40.4,18.8,0.188,0.407,0,0.404,0.586,0.443,99.4,0.6,77.8,17.3,0,3.2,22.2,13.5,60.5,61.1,0.611,38.9,0,0,0,0,61.1,38.9,1.4,3.6,0.404,0,0,0,1.4,0.8,1.4,58.6,0.586,0.6,1,1.3,1.6,0.3,0.6,0.3,0.5,26.6,0.266,98.2,0.982,11.3,23.9,79.2,15.3,89.5,7335
Vin Baker,PF,30,SEA,NBA,2002,55,41,1710,315,649,314,641,1,8,143,226,168,182,350,72,22,36,127,197,774,0.485,48.5,23.5,0.235,0.49,0.125,0.486,0.633,0.517,98.8,1.2,81.1,16,0.4,8.5,18.5,13.7,65.1,65,0.65,35,100,1,0,0,65.1,34.9,5.7,11.8,0.485,0,0,0.125,5.7,2.6,4.1,63.3,0.633,2.4,3.3,12.2,5.7,1.2,2.1,0.5,1,29.4,0.294,108.9,1.089,11.8,20.4,81.5,13.7,97.7,8014
Erick Barkley,PG,23,POR,NBA,2002,19,4,228,24,68,23,61,1,7,9,10,5,13,18,34,17,1,12,29,58,0.353,35.3,17.5,0.175,0.377,0.143,0.36,0.9,0.401,89.7,10.3,79.3,27.6,5.2,19,15.5,34.5,51.7,60.9,0.609,39.1,100,1,0,0,62.5,37.5,1.3,3.6,0.353,0.1,0,0.143,1.2,0.5,0.5,90,0.9,0,0.4,2.4,0.4,0.8,0.6,0.3,0,31.8,0.318,107.4,1.074,13.2,23.2,81.4,14.3,96.6,7925
Dana Barros,PG,34,DET,NBA,2002,29,20,582,74,192,50,121,24,71,21,27,1,56,57,78,14,2,33,37,193,0.385,38.5,19.2,0.192,0.413,0.338,0.448,0.778,0.473,63,37,51.8,30.1,37.3,13.5,10.9,26.9,21.8,34,0.34,66,95.8,0.958,4.2,0.042,54.1,45.9,2.6,6.6,0.385,0.8,2,0.338,1.7,0.7,0.9,77.8,0.778,0.1,1.5,8,1.6,1.8,1,0.5,0,24.4,0.244,104.8,1.048,9.9,23.8,76.8,14.5,94.3,7735
Brent Barry,SG,30,SEA,NBA,2002,81,81,3040,401,790,237,403,164,387,198,234,58,383,441,426,147,37,165,182,1164,0.508,50.8,16.1,0.161,0.588,0.424,0.611,0.846,0.652,51,49,40.7,13.1,42.3,16.4,17,18,27.7,56.5,0.565,43.5,93.9,0.939,6.1,0.061,71.8,28.2,5,9.8,0.508,2,5,0.424,2.9,2.4,2.9,84.6,0.846,0.5,2.7,8.8,3.1,3.4,1.3,1.2,0.2,29.4,0.294,108.9,1.089,11.8,20.4,81.5,13.7,97.7,8014
Jon Barry,SG,32,DET,NBA,2002,82,6,1985,255,522,134,264,121,258,108,116,42,192,234,274,94,20,111,134,739,0.489,48.9,16.2,0.162,0.508,0.469,0.604,0.931,0.645,50.7,49.3,36.3,17.9,49.1,18.9,14.6,24,18.4,55.2,0.552,44.8,77.7,0.777,22.3,0.223,65.9,34.1,3.1,6.4,0.489,1.5,3,0.469,1.6,1.3,1.4,93.1,0.931,0.3,1.3,5.1,1.5,2.1,0.9,0.5,0.1,24.4,0.244,104.8,1.048,9.9,23.8,76.8,14.5,94.3,7735
Mengke Bateer,C,26,DEN,NBA,2002,27,10,408,53,132,49,120,4,12,29,37,32,64,96,22,10,5,32,94,139,0.402,40.2,19.8,0.198,0.408,0.333,0.417,0.784,0.469,90.9,9.1,70.5,25.9,8.6,5.8,20.9,14.4,44.6,69.4,0.694,30.6,100,1,0,0,71.7,28.3,2,4.9,0.402,0.1,0,0.333,1.8,1.1,1.4,78.4,0.784,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.6,0.306,101.4,1.014,13.6,21.4,83.8,14.7,92.2,7559
Tony Battie,C,25,BOS,NBA,2002,74,73,1819,211,390,211,388,0,2,88,130,184,297,481,35,60,67,51,219,510,0.541,54.1,12.6,0.126,0.544,0,0.541,0.677,0.57,99.5,0.5,82.7,22.7,0,11.4,17.3,16.3,60,73,0.73,27,0,0,0,0,73,27,2.9,5.3,0.541,0,0,0,2.9,1.2,1.8,67.7,0.677,1.8,4,6.5,5.8,0.4,0.9,0.7,1.5,24.1,0.241,103.4,1.034,10.9,23.9,82.1,13.6,96.4,7901
Shane Battier,SF,23,MEM,NBA,2002,78,78,3097,412,961,309,685,103,276,198,283,180,238,418,216,121,81,155,215,1125,0.429,42.9,18.1,0.181,0.451,0.373,0.482,0.7,0.518,71.3,28.7,54.9,23.3,27.5,10,17.6,18.3,31.6,61.8,0.618,38.2,92.2,0.922,7.8,0.078,69.4,30.6,5.3,12.3,0.429,1.3,4,0.373,4,2.5,3.6,70,0.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.8,0.278,98.2,0.982,12,23,79.7,16.4,89.9,7372
Charlie Bell,SG,22,TOT,NBA,2002,7,0,44,3,11,3,5,0,6,2,2,2,3,5,2,0,0,5,3,8,0.273,27.3,18.8,0.188,0.6,0,0.273,1,0.337,45.5,54.5,75,50,0,0,25,0,25,33.3,0.333,66.7,0,0,0,0,33.3,66.7,0.4,1.6,0.273,0,1,0,0.4,0.3,0.3,100,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Raja Bell,SG,25,PHI,NBA,2002,74,12,890,103,240,91,196,12,44,36,48,31,80,111,71,21,4,48,109,254,0.429,42.9,15.9,0.159,0.464,0.273,0.454,0.75,0.486,81.7,18.3,71.7,30.7,14.2,21.7,14.2,17.3,40.9,65.9,0.659,34.1,100,1,0,0,69.9,30.1,1.4,3.2,0.429,0.2,1,0.273,1.2,0.5,0.6,75,0.75,0,0.2,1,0.2,0,0.4,0.2,0,31.7,0.317,102.1,1.021,13.3,25.7,78.5,15.3,91,7461
Jonathan Bender,SF,21,IND,NBA,2002,78,17,1647,198,460,153,335,45,125,140,181,64,180,244,62,19,49,96,147,581,0.43,43,17.6,0.176,0.457,0.36,0.479,0.773,0.538,72.8,27.2,52.7,15.8,23.2,15,24.1,10.8,36.8,63.4,0.634,36.6,97.8,0.978,2.2,0.022,71.2,28.8,2.5,5.9,0.43,0.6,2,0.36,2,1.8,2.3,77.3,0.773,0.2,1,3.3,1.3,0.5,0.7,0.1,0.5,27,0.27,104.1,1.041,11.3,26.3,80.2,15.2,96.8,7938
Travis Best,PG,29,TOT,NBA,2002,74,21,1747,228,518,207,459,21,59,104,116,20,131,151,324,89,7,99,173,581,0.44,44,17.7,0.177,0.451,0.356,0.46,0.897,0.511,88.6,11.4,71.3,36.1,10.8,16,17.9,17,35.1,27.5,0.275,72.5,81,0.81,19,0.19,32.5,67.5,3.1,7,0.44,0.3,1,0.356,2.8,1.4,1.6,89.7,0.897,0.5,2.4,11.9,2.9,6.1,1.6,1.4,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mike Bibby,PG,23,SAC,NBA,2002,80,80,2659,446,985,395,847,51,138,155,193,37,185,222,403,87,15,134,133,1098,0.453,45.3,19.7,0.197,0.466,0.37,0.479,0.803,0.513,86,14,71.9,44.1,13.9,17.2,14.1,18.9,27.9,55.7,0.557,44.3,88.2,0.882,11.8,0.118,59.4,40.6,5.6,12.3,0.453,0.6,2,0.37,4.9,1.9,2.4,80.3,0.803,0.6,3.1,15.9,3.7,8.4,3,1.3,0.1,27.9,0.279,109,1.09,12.4,26.3,85.4,13.8,104.6,8578
Chauncey Billups,PG,25,MIN,NBA,2002,82,54,2355,348,823,224,508,124,315,207,234,35,191,226,450,66,17,138,169,1027,0.423,42.3,20.7,0.207,0.441,0.394,0.498,0.885,0.555,61.7,38.3,43.6,23,36.2,21.9,20.2,15.8,20.6,39.7,0.397,60.3,62.1,0.621,37.9,0.379,47.7,52.3,4.2,10,0.423,1.5,4,0.394,2.7,2.5,2.9,88.5,0.885,0.4,1.6,9.3,2.1,3.4,1.4,0.7,0.1,31.3,0.313,109,1.09,12.9,21.4,84,13.4,99.3,8145
Mookie Blaylock,PG,34,GSW,NBA,2002,35,0,599,50,146,35,104,15,42,4,8,8,44,52,114,24,4,37,20,119,0.342,34.2,13.8,0.138,0.337,0.357,0.394,0.5,0.398,71.2,28.8,58.8,37,37.8,17.6,3.4,23.5,21.8,34.3,0.343,65.7,86.7,0.867,13.3,0.133,50,50,1.4,4.2,0.342,0.4,1,0.357,1,0.1,0.2,50,0.5,1,2.9,11,3.9,6.7,1.9,2.4,0.3,35.3,0.353,102.8,1.028,16.3,28.6,85.2,16.8,97.7,8009
Corie Blount,PF,33,PHI,NBA,2002,72,21,1426,115,251,115,250,0,1,29,45,149,219,368,44,49,26,52,176,259,0.458,45.8,10.4,0.104,0.46,0,0.458,0.644,0.478,99.6,0.4,88.8,29.3,0,9.7,11.2,24.7,59.5,67.8,0.678,32.2,0,0,0,0,67.8,32.2,1.6,3.5,0.458,0,0,0,1.6,0.4,0.6,64.4,0.644,2.7,3.2,4.6,5.9,0.9,1.1,0.6,0.3,31.7,0.317,102.1,1.021,13.3,25.7,78.5,15.3,91,7461
Mark Blount,C,26,BOS,NBA,2002,44,0,415,32,76,32,76,0,0,30,37,26,59,85,10,16,19,23,59,94,0.421,42.1,12.5,0.125,0.421,,0.421,0.811,0.509,100,0,68.1,19.1,0,11.7,31.9,30.9,48.9,87.5,0.875,12.5,0,0,0,0,87.5,12.5,0.7,1.7,0.421,0,0,0,0.7,0.7,0.8,81.1,0.811,1.5,2.1,3.9,3.6,0.5,1,0.6,1.2,24.1,0.241,103.4,1.034,10.9,23.9,82.1,13.6,96.4,7901
Calvin Booth,C,25,SEA,NBA,2002,15,15,279,35,82,35,82,0,0,23,24,20,34,54,16,6,13,16,47,93,0.427,42.7,17.8,0.178,0.427,,0.427,0.958,0.502,100,0,75.3,45.2,0,2.2,24.7,8.6,30.1,77.1,0.771,22.9,0,0,0,0,77.1,22.9,2.3,5.5,0.427,0,0,0,2.3,1.5,1.6,95.8,0.958,1.4,3.1,5.3,4.5,0.8,1,0.5,2,29.4,0.294,108.9,1.089,11.8,20.4,81.5,13.7,97.7,8014
Ruben Boumtje,C,23,POR,NBA,2002,33,1,245,13,32,13,32,0,0,13,25,21,34,55,4,3,16,14,38,39,0.406,40.6,#N/A,#N/A,0.406,,0.406,0.52,0.453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.8,0.318,107.4,1.074,13.2,23.2,81.4,14.3,96.6,7925
Cal Bowdler,SF,24,ATL,NBA,2002,52,0,585,61,174,60,169,1,5,39,47,38,72,110,11,18,15,11,64,162,0.351,35.1,15.9,0.159,0.355,0.2,0.353,0.83,0.416,97.1,2.9,74.1,45.7,1.9,14.2,24.1,11.7,28.4,81.7,0.817,18.3,100,1,0,0,82,18,1.2,3.3,0.351,0,0,0.2,1.2,0.8,0.9,83,0.83,0.7,1.1,3.2,1.8,0.1,0.3,0.2,0.5,27.5,0.275,101.8,1.018,11.6,23.7,80.6,15.5,94,7711
Bruce Bowen,SF,30,SAS,NBA,2002,59,59,1699,155,398,99,250,56,148,46,96,42,120,162,88,62,25,66,116,412,0.389,38.9,14.1,0.141,0.396,0.378,0.46,0.479,0.468,62.8,37.2,48.1,16,40.8,11.9,11.2,16,32,68.7,0.687,31.3,98.2,0.982,1.8,0.018,79.4,20.6,2.6,6.7,0.389,0.9,3,0.378,1.7,0.8,1.6,47.9,0.479,0.5,2.4,7.6,3,1.6,0.9,1,0.6,27.2,0.272,106.5,1.065,11.1,27.4,77.6,14.4,96.7,7932
